"","dow","temp","TOTAL_CRIMES"
"1078","Monday",47.9,0.574193548387097
"1079","Tuesday",48.9,0.49247311827957
"1080","Wednesday",42.2,0.610752688172043
"1081","Thursday",52.9,0.559139784946237
"1082","Friday",55.3,0.509677419354839
"1083","Saturday",46.5,0.524731182795699
"1084","Sunday",45.6,0.367741935483871
"1085","Monday",35.8,0.434408602150538
"1086","Tuesday",43.5,0.354838709677419
"1087","Wednesday",50,0.301075268817204
"1088","Thursday",35,0.417204301075269
"1089","Friday",31.5,0.318279569892473
"1090","Saturday",42.7,0.288172043010753
"1091","Sunday",42.8,0.232258064516129
"1092","Monday",38,0.374193548387097
"1093","Tuesday",43.1,0.255913978494624
"1094","Wednesday",43.9,0.348387096774194
"1095","Thursday",47.4,0.460215053763441
"1096","Friday",48.3,0.559139784946237
