date,year,month,day,dow,dow_num,TOTAL_CRIMES,ABANDONED_BUILDING,AIRPORT_OR_AIRCRAFT,ALLEY,ANIMAL_HOSPITAL,APARTMENT,APPLIANCE_STORE,ATHLETIC_CLUB,ATM_AUTOMATIC_TELLER_MACHINE,AUTO,AUTO_BOAT_RV_DEALERSHIP,BANK,BAR_OR_TAVERN,HAIRDRESSERS,BOAT_WATERCRAFT,BOWLING_ALLEY,BRIDGE,CAR_WASH,CEMETARY,CHIAGO_HOUSING_AUTHORIY_PROPERTIES,PLACE_OF_WORSHIP,CLEANING_STORE,CLUB,COIN_OPERATED_MACHINE,COLLEGE_UNIVERSITY,COMMERCIAL_BUSINESS_OFFICE,CONSTRUCTION_SITE,CONVENIENCE_STORE,CREDIT_UNION,CTA_TRAIN_CRIME,CTA_BUS_CRIME,CURRENCY_EXCHANGE,DAY_CARE_CENTER,DEPARTMENT_STORE,DRIVEWAY,DRUG_STORE,FACTORY_BUILDING,FARM,FEDERAL_BUILDING,FIRE_STATION,FOREST_PRESERVE,GANGWAY,GARAGE,GAS_STATION,GOVERNMENT_BUILDING,GROCERY_FOOD_STORE,HALLWAY,HIGHWAY_EXPRESSWAY,HOSPITAL,HOTEL_MOTEL,HOUSE,JAIL,KENNEL,LAKE,LIBRARY,LIQUOR_STORE,MEDICAL_DENTAL_OFFICE,CINEMA,NEWSSTAND,CARE_HOME,OFFICE,OTHER,PARK_PROPERTY,PARKING_LOT,PAWN_SHOP,POLICE_FACILITY_VEHICLE_PARKING_LOT,POOL_ROOM,PORCH,RESIDENCE,RESTAURANT,RETAIL_STORE,SAVINGS_AND_LOAN,PRIVATE_SCHOOL,PUBLIC_SCHOOL,SIDEWALK,SMALL_RETAIL_STORE,SPORTS_ARENA_STADIUM,STAIRWELL,STREET,TAVERN_PUB,TAXI_CAB,TRUCKING_TERMINAL,VACANT_LOT,VEHICLE_DELIVERY_TRUCK,VEHICLE_RIDE_SERVICE_EG_UBER_LYFT,VEHICLE_NON_COMMERCIAL,VEHICLE_COMMERCIAL,VESTIBULE,WAREHOUSE,YARD,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED_CARRY_LICENSE_VIOLATION,CRIM_SEXUAL_ASSAULT,CRIMINAL_DAMAGE,CRIMINAL_SEXUAL_ASSAULT,CRIMINAL_TRESPASS,DECEPTIVE_PRACTICE,HOMICIDE,HUMAN_TRAFFICKING,INTERFERENCE_WITH_PUBLIC_OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR_LAW_VIOLATION,MOTOR_VEHICLE_THEFT,NARCOTICS,NON_CRIMINAL,OBSCENITY,OFFENSE_INVOLVING_CHILDREN,OTHER_NARCOTIC_VIOLATION,OTHER_OFFENSE,PROSTITUTION,PUBLIC_INDECENCY,PUBLIC_PEACE_VIOLATION,RITUALISM,ROBBERY,SEX_OFFENSE,STALKING,THEFT,WEAPONS_VIOLATION,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
2019-05-14,2019,5,14,Tuesday,2,720,1,3,12,1,82,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,10,0,6,0,15,3,0,2,20,2,4,0,0,0,0,0,0,0,9,0,5,0,0,4,3,0,1,0,0,0,0,1,0,0,4,0,23,5,25,1,4,0,0,162,20,0,0,3,30,53,28,1,0,149,0,0,0,5,0,0,10,0,0,1,1,1,58,146,21,3,2,78,1,21,46,1,0,6,0,0,0,22,40,0,0,9,0,46,0,0,5,0,19,5,0,166,21,44.9,42.3,1007.4,7.0,15.0,19.0,26.0,48.2,42.8,0.38,999.9,0
2019-05-15,2019,5,15,Wednesday,3,765,1,5,19,0,107,1,3,0,0,0,5,1,0,0,0,0,0,0,3,0,0,0,0,1,6,2,10,0,12,3,1,1,8,3,4,1,0,0,0,0,0,0,15,0,11,0,1,3,2,1,1,0,0,0,0,1,0,0,3,0,36,3,19,0,2,1,0,163,16,0,0,6,21,53,21,0,0,164,1,0,0,3,1,0,12,0,0,2,0,2,71,145,28,1,1,76,2,18,57,0,0,3,0,0,0,32,31,0,0,12,1,46,2,0,4,0,20,4,1,189,18,48.5,41.1,1008.7,9.7,10.8,17.1,22.0,55.9,43.0,0.01,999.9,0
2019-05-16,2019,5,16,Thursday,4,740,0,3,17,0,83,1,3,0,0,0,4,3,0,0,0,0,0,0,1,1,0,0,1,0,5,1,11,0,18,3,0,1,16,2,2,0,0,0,1,0,0,0,10,1,6,0,0,3,3,0,0,0,0,1,0,1,0,0,1,0,22,6,16,0,2,1,0,175,21,0,0,6,30,60,12,1,0,164,2,2,0,2,0,0,9,3,0,1,0,1,67,133,36,1,4,75,1,20,46,1,0,3,0,0,0,29,40,0,0,5,0,46,1,0,3,0,22,5,0,181,16,53.3,47.6,1010.2,10.0,8.2,13.0,999.9,64.0,43.0,0.0,999.9,0
2019-05-17,2019,5,17,Friday,5,775,0,6,12,0,96,2,1,3,0,0,6,2,0,0,0,0,1,0,1,0,1,0,0,2,4,0,4,0,17,3,2,0,12,1,7,0,0,1,0,0,0,0,15,1,5,0,0,7,3,0,0,0,0,1,0,0,1,0,1,0,28,2,33,0,4,1,0,159,21,0,0,4,31,60,28,1,0,163,3,1,0,3,0,1,12,1,0,1,0,1,68,154,30,0,1,83,2,28,52,0,0,4,0,0,3,22,58,0,0,7,0,50,5,0,4,0,19,5,1,160,17,52.3,49.6,1010.8,8.4,8.4,15.0,999.9,64.0,46.0,0.0,999.9,0
2019-05-18,2019,5,18,Saturday,6,757,0,2,14,0,116,0,3,1,0,0,1,14,1,0,0,0,0,0,0,2,0,0,0,0,3,2,6,0,13,4,1,1,16,2,1,1,0,0,0,0,0,0,8,1,13,0,0,1,4,0,0,0,1,1,0,0,0,0,2,0,51,4,22,0,2,0,0,146,37,0,0,0,2,51,20,1,0,174,1,1,0,2,0,1,4,1,0,1,0,0,58,171,21,0,3,85,2,18,44,0,0,4,0,1,0,24,32,0,0,6,0,53,0,0,5,0,19,1,0,188,21,56.7,46.7,1011.9,8.9,9.2,17.1,999.9,64.9,48.0,0.08,999.9,0
2019-05-19,2019,5,19,Sunday,7,775,1,0,8,0,102,0,2,2,1,0,1,13,0,0,0,0,1,0,5,3,1,0,0,0,1,1,9,0,12,4,2,0,13,1,2,0,0,0,0,0,0,0,11,1,11,0,0,4,6,0,0,0,0,0,0,0,0,0,3,0,17,5,29,0,1,0,0,184,30,0,0,0,4,63,18,0,0,184,3,0,0,0,0,0,15,0,0,0,0,1,70,198,19,0,1,94,5,14,34,0,0,3,1,1,0,24,44,0,0,13,0,62,1,0,4,0,25,4,0,140,16,52.0,47.3,1020.1,10.0,9.7,15.9,999.9,64.9,45.0,0.0,999.9,0
2019-05-20,2019,5,20,Monday,1,809,0,3,7,0,109,1,1,2,0,0,7,2,0,0,0,0,1,0,4,1,0,0,0,1,7,0,13,0,12,4,0,1,14,1,8,0,0,0,0,0,0,0,16,2,6,0,0,2,2,0,1,0,0,2,0,0,1,0,5,0,31,6,16,0,2,0,0,182,29,0,0,3,23,68,15,1,0,176,0,1,0,1,0,1,8,0,0,0,0,0,82,148,32,0,4,77,3,21,66,0,0,10,1,3,1,25,36,0,0,8,0,49,0,1,3,0,18,5,0,193,21,57.2,55.0,1012.4,4.9,11.3,15.0,22.0,63.0,45.0,0.0,999.9,1
2019-05-21,2019,5,21,Tuesday,2,728,1,3,16,0,99,1,1,0,0,0,5,0,0,0,0,0,1,0,5,4,0,0,0,0,5,3,7,0,15,5,3,0,12,0,2,1,0,1,0,0,0,0,9,2,9,0,0,5,0,0,0,0,0,2,0,0,1,0,2,0,40,3,25,0,4,0,0,147,26,0,0,4,35,58,22,0,0,118,2,0,0,1,0,0,19,1,0,1,0,0,58,133,27,0,2,84,1,15,52,0,0,8,1,2,0,25,38,0,1,10,0,61,0,0,4,0,28,5,0,155,17,58.9,48.6,1008.1,7.8,13.5,21.0,28.0,66.0,54.0,0.11,999.9,1
2019-05-22,2019,5,22,Wednesday,3,772,2,2,24,0,104,1,1,1,0,2,3,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,4,0,11,9,0,1,12,3,4,2,0,0,0,0,0,0,12,1,7,0,0,3,5,0,0,0,0,3,0,0,1,0,2,0,26,6,18,1,4,0,0,175,15,0,0,6,24,72,16,2,0,158,1,0,0,0,0,1,16,1,0,0,0,0,76,155,28,0,4,85,2,25,51,0,0,3,1,0,0,28,41,0,0,13,0,58,1,0,5,0,31,4,0,150,10,56.7,38.7,1019.2,10.0,12.8,19.0,27.0,59.0,50.0,0.0,999.9,0
2019-05-23,2019,5,23,Thursday,4,772,3,4,13,2,106,0,2,1,0,0,3,5,2,1,0,0,1,0,5,2,0,0,0,0,1,1,6,0,11,5,0,0,12,4,5,0,0,0,0,0,0,0,9,1,7,0,0,3,5,0,0,0,1,1,0,0,1,0,2,0,35,4,20,0,2,0,1,165,23,0,0,1,17,64,19,1,0,176,0,2,0,3,0,0,11,1,0,1,0,1,76,171,31,0,3,63,2,22,41,0,0,8,1,1,0,22,44,0,0,4,0,47,8,0,9,0,12,2,0,183,19,52.5,45.6,1022.9,10.0,10.5,17.1,999.9,61.0,46.0,0.0,999.9,0
2019-05-24,2019,5,24,Friday,5,847,1,11,14,0,90,2,2,1,0,0,3,11,1,0,0,0,0,0,1,2,0,0,1,0,9,1,6,0,8,8,1,1,18,1,3,0,0,0,0,0,0,1,14,2,8,0,0,3,6,0,0,0,0,0,0,3,0,0,2,0,35,8,22,0,0,0,0,180,25,0,0,1,18,74,16,2,0,196,2,0,0,2,0,0,22,2,0,2,0,0,75,160,29,4,1,77,1,17,66,0,0,5,1,0,1,33,47,0,0,5,0,62,8,1,5,0,13,2,0,201,32,59.3,52.2,1007.9,8.3,18.7,28.0,36.9,72.0,48.0,0.01,999.9,1
2019-05-25,2019,5,25,Saturday,6,875,0,3,17,0,131,0,3,2,0,0,1,17,3,0,0,0,2,0,7,2,0,0,0,0,4,0,5,0,18,7,1,0,13,3,4,1,0,0,0,0,1,0,8,0,10,0,0,2,7,0,0,0,1,0,0,1,0,0,2,0,27,20,19,0,2,0,0,176,23,0,0,1,2,74,12,1,0,213,3,0,0,4,1,3,15,1,0,0,0,0,72,208,23,1,4,94,0,26,46,1,0,8,0,1,1,22,33,0,0,6,0,57,11,0,7,0,21,2,0,189,40,56.9,47.4,1020.9,10.0,9.7,24.1,35.0,72.0,45.0,0.0,999.9,0
2019-05-26,2019,5,26,Sunday,7,827,2,2,18,0,121,0,0,1,0,0,0,14,1,0,0,0,1,0,11,2,1,0,0,0,4,0,4,0,10,12,0,0,15,3,2,0,0,0,0,0,0,0,6,1,13,0,0,5,3,0,0,0,0,0,0,1,1,0,5,0,26,7,18,0,0,0,0,156,20,0,0,1,3,77,19,0,0,209,3,0,0,2,0,1,21,3,0,0,0,0,74,207,28,0,5,94,7,13,40,1,0,7,0,0,0,24,38,0,0,5,0,46,1,0,6,0,21,8,0,159,40,57.6,54.3,1014.5,8.9,12.1,17.1,21.0,70.0,45.0,0.07,999.9,0
2019-05-27,2019,5,27,Monday,1,746,2,5,14,0,109,0,2,0,0,0,1,5,0,0,0,0,0,0,2,1,0,0,0,0,3,0,2,0,14,8,0,1,7,4,3,0,0,0,0,0,0,0,7,2,12,0,0,3,8,0,0,0,0,0,0,0,1,0,2,0,27,2,26,0,2,0,0,186,13,0,0,1,4,54,22,1,0,171,2,1,0,2,0,0,12,1,0,0,0,1,51,158,25,3,3,88,1,24,33,0,0,8,0,0,0,21,37,0,0,4,0,60,0,0,6,0,28,1,2,169,22,62.1,54.7,1010.3,10.0,11.4,20.0,22.0,69.1,51.1,0.0,999.9,0
2019-05-28,2019,5,28,Tuesday,2,747,2,3,16,0,115,1,3,0,0,2,5,3,0,0,0,0,0,0,5,1,0,0,0,1,5,0,8,0,10,6,1,1,14,0,4,0,0,0,0,0,0,0,14,5,7,0,1,6,2,0,0,0,0,2,0,1,0,0,3,0,35,4,19,0,1,0,0,157,18,0,0,1,27,47,16,1,0,150,0,0,0,3,0,1,16,0,0,2,0,3,63,133,25,1,5,78,2,30,54,0,0,3,0,0,0,23,32,0,0,3,0,54,0,0,3,0,23,6,2,186,15,51.6,48.8,1013.9,8.1,8.8,19.0,26.0,69.1,46.9,0.0,999.9,1
2019-05-29,2019,5,29,Wednesday,3,738,0,5,13,0,108,0,3,0,0,0,4,1,0,0,0,0,0,0,8,3,0,0,0,1,5,0,5,0,9,5,0,0,13,1,6,1,0,0,0,0,0,0,15,3,9,0,0,5,5,0,0,0,0,1,0,0,0,0,1,0,30,5,18,0,0,0,1,153,28,0,0,4,23,57,19,1,0,144,3,0,0,0,0,0,15,1,0,2,0,0,73,139,36,0,1,78,2,28,58,0,0,5,0,0,0,22,26,0,0,3,0,33,7,0,5,0,23,6,1,178,9,54.6,51.3,1007.6,8.1,13.2,20.0,25.1,60.1,46.9,0.45,999.9,0
2019-05-30,2019,5,30,Thursday,4,746,2,2,14,0,90,0,3,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,6,0,15,4,0,1,12,1,4,0,0,0,0,0,0,0,9,1,11,0,0,2,4,0,0,0,0,0,0,0,1,0,5,0,34,6,14,0,1,0,0,163,24,0,0,2,33,60,23,0,0,161,3,2,0,1,0,1,18,0,0,0,0,1,54,137,29,0,2,86,2,18,53,1,0,5,0,0,0,20,37,0,3,11,1,52,6,0,3,0,17,4,0,186,15,51.3,48.8,1009.2,8.5,6.4,13.0,999.9,57.2,48.2,0.42,999.9,1
2019-05-31,2019,5,31,Friday,5,831,0,3,11,0,124,0,1,1,0,0,4,2,1,1,0,0,1,0,4,1,0,0,0,0,8,2,8,0,9,7,0,4,13,1,4,0,0,0,0,0,0,0,11,0,5,0,0,5,4,0,2,0,1,0,0,0,1,0,1,0,46,3,25,1,1,0,0,169,17,0,0,2,23,87,18,1,0,179,0,2,0,2,0,0,12,0,0,1,0,0,78,160,26,1,2,86,2,24,58,2,0,4,0,1,0,24,43,0,0,13,0,50,1,0,6,0,35,6,2,186,18,58.2,56.1,1006.5,4.7,8.4,15.0,17.1,72.0,48.9,0.48,999.9,1
2019-06-01,2019,6,1,Saturday,6,923,1,4,21,0,147,0,3,1,1,0,2,12,0,0,0,0,0,0,3,2,0,0,0,0,4,0,8,0,7,6,1,0,14,1,1,0,0,0,0,0,0,0,10,2,14,0,0,5,4,0,0,0,0,1,0,0,3,0,3,0,42,3,36,0,2,0,0,223,20,0,0,0,6,71,19,0,0,187,1,0,0,3,0,0,13,1,0,0,0,3,60,193,28,1,4,84,5,16,90,1,2,3,0,2,1,29,47,0,0,25,0,62,1,0,3,0,19,13,2,198,27,55.3,53.2,1010.9,6.2,6.0,13.0,999.9,72.0,48.9,0.15,999.9,1
2019-06-02,2019,6,2,Sunday,7,735,0,2,13,0,93,0,6,1,0,0,2,9,0,1,0,0,1,0,4,4,0,0,0,0,1,0,3,0,14,6,0,0,19,4,2,0,0,0,0,0,0,0,10,0,8,0,1,5,7,0,0,0,0,0,0,0,0,0,8,0,20,5,20,0,2,1,0,155,20,0,0,2,2,78,16,0,0,171,0,0,0,1,0,0,13,1,0,1,0,0,79,178,24,0,0,69,3,16,32,1,0,7,0,0,3,27,26,0,1,7,0,39,1,0,3,0,30,2,1,164,19,56.9,54.7,1008.0,5.1,6.9,11.1,999.9,64.9,52.0,0.0,999.9,1
2019-06-03,2019,6,3,Monday,1,706,3,6,25,0,90,1,3,1,0,2,6,1,0,1,0,0,0,0,4,1,0,0,0,0,3,0,6,0,11,5,2,2,10,1,7,0,0,1,0,0,0,0,8,3,12,0,0,4,1,0,0,0,0,0,0,3,0,0,3,0,30,3,11,1,1,0,0,144,21,0,0,3,19,54,18,1,0,152,0,2,0,2,2,1,12,0,0,0,0,1,73,117,20,0,1,70,0,26,49,0,0,3,0,2,0,21,41,0,1,12,0,57,0,0,3,0,16,5,3,169,15,60.4,51.0,1009.4,9.1,11.0,18.1,22.9,66.0,54.0,0.0,999.9,0
2019-06-04,2019,6,4,Tuesday,2,772,0,3,17,0,81,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,2,6,0,17,6,0,3,12,2,1,0,0,0,0,0,0,0,13,3,3,0,0,4,6,0,1,0,1,3,0,0,1,0,1,0,31,11,29,0,2,0,0,166,16,0,0,7,31,73,27,1,0,162,0,0,0,1,0,1,10,2,0,0,0,2,77,159,32,2,4,77,0,23,56,1,0,4,0,0,1,27,36,0,0,7,0,48,1,0,7,0,18,3,0,169,17,58.5,45.3,1016.7,10.0,12.6,18.1,24.1,66.0,51.1,0.0,999.9,0
2019-06-05,2019,6,5,Wednesday,3,790,0,6,20,0,87,0,1,1,0,0,5,2,0,0,0,0,0,0,6,2,0,0,0,0,5,1,6,0,13,8,0,1,10,2,4,0,0,0,0,0,0,0,8,2,11,0,0,6,2,0,0,0,0,1,0,1,0,0,2,0,45,1,25,0,2,0,0,157,33,0,0,2,30,63,17,1,0,175,1,0,0,3,0,2,18,0,0,0,0,1,78,144,28,1,2,78,1,23,49,1,0,4,0,0,0,26,45,0,0,7,0,60,1,0,5,0,23,4,0,198,8,59.8,55.0,1014.3,9.6,12.3,15.9,21.0,66.0,51.1,0.0,999.9,0
2019-06-06,2019,6,6,Thursday,4,741,2,4,13,0,85,0,4,1,0,0,5,2,0,0,0,0,0,0,5,1,0,0,0,0,6,0,11,0,15,4,1,1,11,0,7,0,0,1,1,0,0,0,11,2,10,0,0,7,4,0,0,1,0,1,0,1,2,0,2,0,44,6,21,0,1,0,0,158,31,0,1,4,25,52,15,0,0,143,0,1,0,0,0,0,9,1,0,1,0,1,58,147,32,0,1,65,1,27,65,0,0,3,1,0,0,22,38,0,0,8,0,51,0,0,6,0,21,4,1,184,4,62.0,59.9,1007.5,5.2,12.5,18.1,24.1,68.0,59.0,0.61,999.9,1
2019-06-07,2019,6,7,Friday,5,823,0,3,18,0,103,0,2,0,0,0,1,8,0,0,0,0,1,0,2,3,0,0,0,0,6,0,3,0,18,4,0,0,11,0,5,2,0,0,0,0,0,0,15,2,11,0,1,3,3,0,0,0,0,0,0,0,2,0,1,0,33,3,31,0,2,0,0,175,26,0,0,6,13,79,15,0,0,177,2,1,0,8,0,1,16,1,0,2,0,0,63,168,26,0,3,82,1,15,53,0,0,6,0,0,3,25,59,0,0,8,0,57,2,0,8,0,23,3,1,185,31,59.8,55.3,1012.6,9.8,4.8,8.9,999.9,72.0,51.1,0.22,999.9,0
2019-06-08,2019,6,8,Saturday,6,888,0,2,24,0,110,1,4,3,0,0,0,21,3,0,0,0,0,0,10,0,0,0,0,1,3,2,8,1,14,10,0,0,18,3,3,0,0,0,0,0,0,0,13,2,14,0,0,4,9,1,0,0,1,0,0,0,0,0,2,0,28,9,28,0,1,0,0,174,30,0,0,0,1,68,15,1,0,213,1,1,0,1,0,1,26,0,0,0,0,2,66,191,25,1,1,84,5,16,41,0,0,10,1,0,3,34,46,0,1,8,0,47,2,0,7,0,43,3,0,223,26,60.6,51.4,1019.3,9.8,9.1,18.1,22.0,72.0,51.1,0.0,999.9,0
2019-06-09,2019,6,9,Sunday,7,805,1,1,16,0,102,0,1,1,0,0,2,15,1,1,0,0,0,0,3,0,0,0,0,0,1,2,6,0,12,4,0,0,20,1,0,0,1,0,0,0,0,0,9,0,13,0,1,3,7,0,0,0,1,0,0,0,0,0,3,0,21,5,20,0,2,0,0,179,24,0,0,0,4,73,20,0,0,206,3,2,0,0,0,0,17,0,0,0,0,0,72,180,23,0,8,100,1,18,34,0,0,9,0,0,2,26,27,0,0,4,0,43,1,0,6,0,30,1,0,185,33,57.7,43.7,1026.7,10.0,5.3,8.9,999.9,69.1,45.0,0.0,999.9,0
2019-06-10,2019,6,10,Monday,1,799,1,4,19,0,93,0,5,1,0,1,5,4,1,0,0,0,0,0,3,2,1,0,0,0,4,0,7,0,24,7,1,0,10,6,0,2,0,1,0,0,0,0,15,2,12,0,0,3,4,0,0,0,0,0,0,1,0,0,4,0,39,7,27,0,2,1,0,165,20,0,0,2,18,66,24,0,0,167,1,2,0,4,1,0,7,0,0,0,0,1,62,150,33,0,2,91,1,18,58,1,0,4,0,0,0,27,34,0,0,4,0,54,0,0,1,0,36,7,0,200,15,59.4,53.6,1022.9,10.0,10.5,14.0,999.9,66.9,45.0,0.0,999.9,0
2019-06-11,2019,6,11,Tuesday,2,777,1,5,15,0,98,1,2,1,0,0,3,1,0,0,0,0,0,0,4,0,0,0,1,1,5,1,9,0,12,4,2,0,16,1,4,0,0,0,0,0,0,0,9,2,11,0,0,4,6,0,0,0,1,0,0,0,1,0,2,0,37,4,24,0,3,0,0,143,16,0,0,5,22,82,14,0,0,178,4,0,0,1,0,1,14,1,0,0,0,0,71,161,26,0,1,73,0,21,38,3,1,4,0,1,0,21,44,0,1,5,0,43,9,0,3,0,37,3,1,187,22,63.7,61.5,1012.2,5.4,11.2,18.1,25.1,73.9,54.0,0.34,999.9,1
2019-06-12,2019,6,12,Wednesday,3,715,2,1,17,0,92,0,8,0,0,2,6,4,3,0,0,0,1,0,6,2,1,0,1,0,8,2,5,0,7,4,1,0,18,0,9,0,0,0,0,0,0,0,11,0,9,0,0,4,3,0,0,0,0,0,0,1,0,0,2,0,32,5,23,1,1,0,0,141,14,0,0,4,26,58,12,0,0,145,1,0,0,1,0,1,13,1,0,2,0,2,50,140,30,0,2,72,0,17,48,0,0,4,0,0,2,17,39,0,1,8,0,48,0,0,4,0,30,0,1,188,10,62.9,51.9,1019.8,10.0,8.2,15.0,999.9,73.9,57.0,0.57,999.9,0
2019-06-13,2019,6,13,Thursday,4,701,1,5,20,0,70,1,2,1,0,1,3,3,1,0,0,0,0,0,5,0,0,0,0,1,4,0,4,0,6,3,1,0,20,3,6,0,0,0,0,0,0,0,5,0,10,0,0,5,5,0,1,0,0,0,0,2,0,0,3,0,35,10,24,0,3,1,0,137,22,1,0,2,17,50,19,1,0,162,0,0,0,3,1,0,15,0,0,1,0,0,53,134,22,0,2,90,3,21,43,1,0,9,0,0,0,21,41,0,0,7,0,39,0,0,3,0,20,3,1,177,9,56.7,53.8,1019.4,6.2,12.4,22.0,33.0,70.0,52.0,0.02,999.9,1
2019-06-14,2019,6,14,Friday,5,806,0,1,10,0,85,0,3,2,0,2,5,2,1,0,0,0,2,0,7,5,0,0,0,0,8,1,8,0,12,6,6,1,21,1,1,1,0,1,0,0,0,0,9,3,8,0,2,4,3,0,1,0,0,2,0,1,0,0,2,0,25,7,30,0,3,0,0,176,30,0,0,1,17,85,11,1,0,171,1,0,0,2,0,0,11,1,0,2,0,1,77,166,32,1,1,76,4,14,60,3,0,7,1,0,0,27,41,0,0,6,0,40,0,0,7,0,26,3,0,190,23,61.7,57.5,1011.3,8.2,13.0,19.0,24.1,64.0,57.0,0.87,999.9,1
2019-06-15,2019,6,15,Saturday,6,832,3,1,20,0,112,0,3,3,0,0,5,17,0,0,0,0,0,0,6,3,0,0,0,2,10,1,5,0,4,9,7,0,19,5,1,0,0,0,0,0,0,0,12,2,10,0,0,4,10,0,0,0,0,1,0,1,0,0,6,0,26,4,21,0,2,0,0,160,24,0,0,0,1,69,24,1,0,194,1,1,0,2,0,0,17,0,0,0,0,2,70,173,22,0,5,102,2,27,64,1,0,6,0,0,0,37,38,0,0,7,0,46,3,0,6,0,18,1,1,178,20,62.7,55.1,1018.0,10.0,11.3,17.1,999.9,70.0,57.0,0.0,999.9,0
2019-06-16,2019,6,16,Sunday,7,721,0,4,17,0,100,0,0,1,0,1,2,20,1,0,0,0,0,0,3,2,1,0,0,0,2,0,6,0,5,6,1,0,11,4,1,1,0,0,0,0,0,0,11,1,6,0,0,2,4,0,0,0,0,0,0,1,0,0,1,0,30,11,18,0,0,0,0,158,17,0,0,1,3,51,21,0,0,176,1,2,0,0,0,1,13,1,0,1,0,2,69,186,18,0,2,80,1,23,34,0,0,4,0,0,1,24,28,0,0,4,0,47,0,0,6,0,22,5,0,147,14,62.8,58.9,1014.2,9.3,13.2,18.1,24.1,70.0,57.9,0.0,999.9,0
2019-06-17,2019,6,17,Monday,1,752,1,2,15,0,95,0,3,3,1,0,1,5,2,0,0,0,1,0,9,0,0,0,0,0,3,2,5,0,13,7,1,1,19,4,3,0,0,0,0,0,0,0,7,2,10,0,1,5,2,0,1,0,0,2,0,0,2,0,0,0,25,2,28,0,1,0,0,177,14,0,0,3,17,49,26,0,0,160,2,0,0,1,0,1,8,0,0,2,0,0,77,139,26,0,5,80,2,20,57,1,1,3,1,1,0,20,32,0,0,5,0,50,1,0,7,0,21,8,2,174,18,66.0,60.9,1014.3,8.1,6.3,12.0,999.9,72.0,59.0,0.0,999.9,1
2019-06-18,2019,6,18,Tuesday,2,716,0,4,12,0,88,0,1,0,0,0,3,1,1,0,0,0,1,0,4,2,0,0,0,0,1,1,3,1,15,6,0,1,17,1,2,0,0,0,0,0,0,0,5,2,10,0,0,1,5,0,0,0,0,0,0,1,1,0,1,0,28,11,31,0,7,0,1,146,19,0,0,7,19,58,15,5,0,154,0,2,0,2,1,0,12,1,0,0,0,1,53,144,25,0,2,80,0,20,48,2,0,5,0,0,0,24,45,0,1,3,0,40,7,0,3,0,21,1,0,179,11,60.4,58.8,1015.1,5.7,5.2,8.9,999.9,64.0,55.9,0.02,999.9,1
2019-06-19,2019,6,19,Wednesday,3,808,1,1,14,0,92,0,2,0,0,0,5,6,2,0,0,0,0,0,3,4,0,0,0,0,10,1,9,0,15,2,1,1,19,1,4,0,0,0,0,0,0,0,9,5,6,0,0,4,3,0,0,0,0,0,0,4,0,0,2,0,37,4,22,0,3,0,0,174,22,0,1,2,15,69,19,2,0,183,4,0,0,4,2,0,14,1,0,1,0,1,76,139,27,0,4,78,1,20,58,1,0,6,0,0,1,22,70,0,0,5,0,64,2,0,1,0,22,5,4,181,18,62.3,59.6,1011.6,6.7,6.8,9.9,999.9,69.1,57.9,0.32,999.9,1
2019-06-20,2019,6,20,Thursday,4,733,2,4,16,0,75,1,2,0,0,1,9,1,0,0,0,0,0,0,1,1,0,0,0,0,8,4,6,0,8,3,1,2,12,1,4,0,0,0,0,0,0,0,8,1,10,0,0,4,3,0,1,0,0,0,0,2,0,0,4,0,45,7,26,0,1,0,0,154,22,0,0,3,29,70,22,0,0,138,2,1,0,2,0,0,13,0,0,0,0,0,76,120,23,0,4,80,2,17,58,1,0,7,0,1,0,26,38,0,0,6,0,51,0,0,6,0,18,6,1,180,11,61.0,59.3,1003.1,3.0,8.1,12.0,999.9,64.0,57.0,0.12,999.9,1
2019-06-21,2019,6,21,Friday,5,779,1,5,17,0,81,0,0,1,0,2,4,13,0,0,0,1,1,0,5,2,0,0,0,0,7,2,4,0,13,4,0,0,14,0,5,0,0,0,0,0,0,0,10,0,7,0,0,3,5,0,0,0,1,0,0,0,0,0,1,0,29,7,29,0,5,0,0,158,31,0,0,0,7,64,23,1,0,177,1,3,0,4,0,2,25,1,0,1,0,0,63,128,19,2,6,92,2,16,63,1,0,5,0,1,1,22,64,0,0,2,0,49,0,0,5,0,17,2,1,200,14,63.2,61.5,997.5,3.8,10.0,17.1,22.0,66.9,57.0,0.01,999.9,1
2019-06-22,2019,6,22,Saturday,6,825,0,0,20,0,100,0,1,0,0,1,1,17,1,0,0,0,1,0,6,1,0,0,0,0,5,0,8,0,14,1,0,0,29,1,1,0,0,0,0,0,0,0,13,1,13,0,1,7,4,0,0,0,0,1,0,0,0,0,2,0,38,8,28,0,2,0,1,142,23,0,0,1,1,77,16,0,0,215,1,0,0,0,1,2,14,0,0,2,0,1,63,164,30,0,2,97,2,21,43,0,0,5,1,1,2,21,38,0,0,4,0,43,3,0,5,0,21,2,0,218,36,64.7,58.2,1006.7,9.7,8.4,21.0,28.9,75.9,57.9,0.68,999.9,0
