date,year,month,day,dow,dow_num,TOTAL_CRIMES,ABANDONED_BUILDING,AIRPORT_OR_AIRCRAFT,ALLEY,ANIMAL_HOSPITAL,APARTMENT,APPLIANCE_STORE,ATHLETIC_CLUB,ATM_AUTOMATIC_TELLER_MACHINE,AUTO,AUTO_BOAT_RV_DEALERSHIP,BANK,BAR_OR_TAVERN,HAIRDRESSERS,BOAT_WATERCRAFT,BOWLING_ALLEY,BRIDGE,CAR_WASH,CEMETARY,CHIAGO_HOUSING_AUTHORIY_PROPERTIES,PLACE_OF_WORSHIP,CLEANING_STORE,CLUB,COIN_OPERATED_MACHINE,COLLEGE_UNIVERSITY,COMMERCIAL_BUSINESS_OFFICE,CONSTRUCTION_SITE,CONVENIENCE_STORE,CREDIT_UNION,CTA_TRAIN_CRIME,CTA_BUS_CRIME,CURRENCY_EXCHANGE,DAY_CARE_CENTER,DEPARTMENT_STORE,DRIVEWAY,DRUG_STORE,FACTORY_BUILDING,FARM,FEDERAL_BUILDING,FIRE_STATION,FOREST_PRESERVE,GANGWAY,GARAGE,GAS_STATION,GOVERNMENT_BUILDING,GROCERY_FOOD_STORE,HALLWAY,HIGHWAY_EXPRESSWAY,HOSPITAL,HOTEL_MOTEL,HOUSE,JAIL,KENNEL,LAKE,LIBRARY,LIQUOR_STORE,MEDICAL_DENTAL_OFFICE,CINEMA,NEWSSTAND,CARE_HOME,OFFICE,OTHER,PARK_PROPERTY,PARKING_LOT,PAWN_SHOP,POLICE_FACILITY_VEHICLE_PARKING_LOT,POOL_ROOM,PORCH,RESIDENCE,RESTAURANT,RETAIL_STORE,SAVINGS_AND_LOAN,PRIVATE_SCHOOL,PUBLIC_SCHOOL,SIDEWALK,SMALL_RETAIL_STORE,SPORTS_ARENA_STADIUM,STAIRWELL,STREET,TAVERN_PUB,TAXI_CAB,TRUCKING_TERMINAL,VACANT_LOT,VEHICLE_DELIVERY_TRUCK,VEHICLE_RIDE_SERVICE_EG_UBER_LYFT,VEHICLE_NON_COMMERCIAL,VEHICLE_COMMERCIAL,VESTIBULE,WAREHOUSE,YARD,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED_CARRY_LICENSE_VIOLATION,CRIM_SEXUAL_ASSAULT,CRIMINAL_DAMAGE,CRIMINAL_SEXUAL_ASSAULT,CRIMINAL_TRESPASS,DECEPTIVE_PRACTICE,HOMICIDE,HUMAN_TRAFFICKING,INTERFERENCE_WITH_PUBLIC_OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR_LAW_VIOLATION,MOTOR_VEHICLE_THEFT,NARCOTICS,NON_CRIMINAL,OBSCENITY,OFFENSE_INVOLVING_CHILDREN,OTHER_NARCOTIC_VIOLATION,OTHER_OFFENSE,PROSTITUTION,PUBLIC_INDECENCY,PUBLIC_PEACE_VIOLATION,RITUALISM,ROBBERY,SEX_OFFENSE,STALKING,THEFT,WEAPONS_VIOLATION,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
2021-03-18,2021,3,18,Thursday,4,446,0,1,8,0,124,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,12,0,3,0,4,4,0,0,4,1,3,1,0,0,0,0,0,0,3,2,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6,0,17,0,2,0,0,90,3,0,0,0,1,21,13,0,0,101,1,0,0,1,0,0,9,0,0,0,0,2,43,78,15,0,0,48,1,5,51,0,0,0,0,0,1,22,23,0,0,4,0,37,0,0,0,0,17,5,0,73,21,41.4,40.2,1015.7,7.8,3.7,999.9,999.9,43.0,39.0,0.0,999.9,1
2021-03-19,2021,3,19,Friday,5,502,0,3,8,0,122,1,1,0,1,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,6,1,4,0,3,3,0,0,5,2,4,0,0,0,0,0,0,0,6,1,13,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,5,5,14,0,0,0,0,100,10,0,0,2,4,22,17,0,0,118,2,0,0,1,0,0,4,0,0,0,0,1,43,91,10,0,0,71,3,6,57,0,0,2,0,0,1,32,16,0,0,5,0,27,0,0,1,0,14,2,0,97,22,33.6,26.3,1019.4,8.3,20.1,27,40.0,41.0,30.0,0.0,999.9,1
2021-03-20,2021,3,20,Saturday,6,489,0,2,8,0,103,0,0,0,1,0,2,3,0,0,0,0,0,0,1,2,0,0,1,0,6,1,1,0,4,3,0,0,2,2,3,1,0,0,0,0,0,0,7,0,4,0,0,2,2,0,0,0,1,1,0,0,0,0,3,0,6,2,21,0,0,1,0,112,7,0,0,0,1,30,14,0,0,112,3,1,0,3,0,0,8,1,0,0,0,1,41,106,12,1,0,58,3,8,51,0,0,2,1,1,0,25,12,0,0,2,0,25,0,0,1,0,13,3,0,91,31,37.9,27.9,1032.2,10.0,8,999.9,999.9,43.0,30.0,0.0,999.9,0
2021-03-21,2021,3,21,Sunday,7,548,0,2,18,0,133,0,0,0,0,0,1,1,1,0,0,0,0,0,3,4,0,0,0,0,3,0,5,0,5,2,0,0,7,2,1,0,0,0,1,0,0,0,6,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,5,12,0,1,0,0,101,4,0,0,0,3,30,8,0,0,160,1,0,0,2,0,0,12,2,0,0,0,1,53,122,16,1,0,81,4,8,26,0,0,2,0,0,0,23,20,0,0,9,0,42,0,0,2,0,15,0,1,82,38,40.8,35.9,1034.6,9.6,5,999.9,999.9,46.0,30.0,0.0,999.9,0
2021-03-22,2021,3,22,Monday,1,605,0,3,14,0,129,0,1,0,0,0,1,1,0,0,1,0,1,0,5,0,1,0,0,0,6,1,2,0,2,1,0,1,12,0,1,1,0,0,2,0,0,0,10,1,6,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,3,7,19,0,3,0,1,156,7,0,0,0,3,37,11,0,0,130,2,0,0,2,0,1,12,0,0,0,0,1,51,128,22,1,0,67,1,15,63,0,0,2,0,0,0,23,27,0,0,8,0,44,0,0,2,0,12,4,0,104,27,46.2,36.4,1030.9,10.0,8.3,999.9,999.9,54.0,32.0,0.0,999.9,0
2021-03-23,2021,3,23,Tuesday,2,493,1,0,16,0,100,0,1,0,0,1,1,0,0,0,0,0,0,0,4,1,1,0,0,0,5,0,6,1,5,2,1,1,5,1,1,1,0,0,0,0,0,0,8,0,4,0,1,3,1,0,0,0,0,0,0,1,0,0,1,0,5,2,16,0,2,0,0,107,4,0,0,0,1,25,10,0,0,130,0,0,0,2,0,2,10,0,0,0,0,3,38,81,8,0,0,64,1,5,50,0,0,2,0,0,0,29,28,0,0,3,0,37,0,0,0,0,14,5,1,97,23,51.1,45.3,1026.3,9.7,6.8,999.9,999.9,59.0,39.0,0.0,999.9,0
2021-03-24,2021,3,24,Wednesday,3,503,0,3,19,0,109,1,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,9,3,1,0,0,1,1,0,4,2,1,0,0,0,0,0,0,0,8,2,5,0,1,2,5,0,0,0,0,0,0,0,0,0,3,0,5,2,20,0,5,0,0,112,6,0,0,1,3,32,9,0,0,111,1,0,0,2,1,0,5,0,0,0,0,1,59,85,12,0,0,56,5,5,54,0,0,1,0,0,0,16,32,0,0,1,0,37,0,0,0,0,18,1,2,96,20,47.2,45.6,1024.6,7.4,6.9,999.9,999.9,54.0,43.0,0.0,999.9,0
2021-03-25,2021,3,25,Thursday,4,468,0,1,17,0,111,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,11,0,2,0,4,2,1,0,11,1,0,0,0,0,1,0,0,0,9,0,2,0,0,5,2,0,0,0,0,0,0,0,0,0,2,0,1,1,9,0,0,0,0,95,6,0,0,1,2,17,15,0,0,121,1,0,0,3,0,0,6,0,0,0,0,1,36,87,16,1,0,48,7,4,42,0,0,1,0,0,0,31,26,0,1,5,0,37,0,0,0,0,19,2,1,88,14,51.9,50.6,1017.8,5.7,9.1,999.9,999.9,59.0,44.6,0.0,999.9,1
2021-03-26,2021,3,26,Friday,5,509,0,5,14,0,114,0,1,1,1,1,2,0,0,0,0,0,1,0,5,1,0,0,1,1,4,0,4,0,3,2,1,0,7,2,1,2,0,0,0,0,0,0,8,0,3,0,0,2,3,0,0,0,0,0,0,1,0,0,1,0,5,0,13,0,4,0,0,105,8,0,0,2,3,28,11,0,0,125,0,0,0,2,0,1,6,0,0,0,0,1,55,97,4,0,0,60,1,9,46,0,0,0,0,0,0,38,17,0,0,6,0,44,0,0,0,0,23,1,0,84,20,51.3,51.3,1007.7,0.5,14.4,20,28.9,54.0,46.0,0.0,999.9,1
2021-03-27,2021,3,27,Saturday,6,477,0,1,6,0,88,0,0,1,0,0,2,3,0,0,1,0,1,0,1,0,0,0,0,0,10,0,2,0,5,1,0,1,3,1,4,1,0,0,0,0,0,0,9,0,7,0,0,3,7,0,0,0,0,0,0,0,1,0,0,0,4,2,12,0,0,0,0,96,11,0,0,0,1,34,10,0,0,133,3,0,0,1,0,2,7,0,0,0,0,2,51,122,13,0,0,55,5,6,25,0,0,1,0,0,1,28,9,0,0,4,0,31,0,0,0,0,14,3,2,67,38,49.9,40.6,1018.0,9.5,11,999.9,999.9,54.0,46.0,0.0,999.9,0
2021-03-28,2021,3,28,Sunday,7,540,1,3,19,0,125,0,0,0,1,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,7,0,0,0,7,2,4,0,0,0,0,0,0,0,6,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,7,1,13,0,2,0,0,104,7,0,0,0,2,40,12,1,0,140,0,0,0,3,0,0,6,0,0,0,0,4,58,124,16,0,0,64,3,10,31,0,0,0,0,0,0,27,26,0,0,5,0,39,0,0,2,0,11,3,0,84,29,48.1,47.7,1016.4,5.6,18.4,53,999.9,52.0,43.0,0.0,999.9,1
2021-03-29,2021,3,29,Monday,1,497,1,2,11,0,113,0,1,0,0,1,3,0,0,0,0,0,0,0,3,1,0,0,0,0,5,1,1,1,2,2,0,0,9,1,2,0,0,1,0,0,0,0,3,3,8,0,0,1,2,0,0,0,0,1,0,1,0,0,2,0,5,1,16,0,1,0,0,95,6,0,0,0,2,37,11,0,0,132,1,1,0,1,0,0,2,1,0,0,0,2,48,114,10,1,0,67,4,9,34,0,0,1,0,3,0,25,22,0,0,6,0,36,0,0,1,0,5,3,3,80,23,47.9,35.9,1010.9,9.3,17.6,53,999.9,52.0,43.0,0.0,999.9,1
2021-03-30,2021,3,30,Tuesday,2,529,0,2,15,0,121,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,4,1,2,0,2,3,0,1,5,1,2,0,0,1,0,0,0,0,2,1,5,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,9,2,16,0,3,1,0,107,6,0,0,1,0,46,17,0,0,121,2,1,0,4,0,0,11,0,0,0,0,5,47,95,16,0,0,67,6,9,33,0,0,1,1,2,1,24,30,0,0,5,0,37,0,0,1,0,13,4,0,106,26,43.7,35.5,1030.4,10.0,6.7,999.9,999.9,48.0,30.0,0.0,999.9,0
2021-03-31,2021,3,31,Wednesday,3,489,1,2,16,0,124,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,3,0,0,0,7,1,2,1,0,0,1,0,0,0,8,0,5,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,9,3,17,0,2,0,0,103,7,0,0,0,1,30,11,0,0,109,0,0,0,1,0,0,7,0,0,0,0,1,56,76,13,0,0,69,3,12,37,0,0,1,1,0,1,21,29,0,0,2,0,28,0,0,1,0,18,2,0,91,24,51.3,48.1,1022.9,9.9,11.9,999.9,999.9,55.0,43.0,0.0,999.9,0
2021-04-01,2021,4,1,Thursday,4,615,0,1,17,1,161,0,0,1,0,1,3,1,1,0,0,0,0,0,2,1,0,0,0,0,12,1,3,0,5,5,0,0,10,2,3,1,0,2,0,0,0,0,9,1,7,0,0,5,1,0,0,0,0,0,0,0,0,0,5,0,11,1,16,0,4,0,0,138,7,0,0,2,2,31,11,0,0,116,0,0,0,3,0,0,4,0,0,0,0,0,54,83,17,0,0,80,9,8,82,0,0,0,1,0,0,22,29,0,0,11,0,55,0,0,0,0,15,4,3,119,22,48.2,47.6,1005.7,4.5,12.6,999.9,999.9,54.0,43.0,0.0,999.9,1
2021-04-02,2021,4,2,Friday,5,506,0,3,11,0,106,0,0,0,0,0,2,3,0,0,0,0,0,0,5,3,0,0,0,0,12,3,1,0,5,5,0,1,3,0,1,1,0,1,1,0,0,0,7,3,1,0,1,4,4,0,0,0,0,0,0,0,0,0,1,0,3,2,31,0,1,0,0,81,8,0,0,1,1,30,16,0,0,140,0,0,0,0,0,0,3,1,0,0,0,1,48,92,12,0,0,62,3,6,29,0,0,0,0,0,1,26,17,0,0,6,0,40,0,0,1,0,26,1,2,110,23,37.1,25.3,1018.3,9.4,10.8,15.9,20.0,43.0,34.0,0.0,999.9,0
2021-04-03,2021,4,3,Saturday,6,537,0,1,19,0,114,1,1,2,0,0,1,6,1,0,0,0,0,0,1,0,0,0,0,0,5,1,2,0,3,1,0,0,4,1,4,0,0,0,1,0,0,0,3,0,9,0,0,2,3,0,0,0,1,1,0,0,0,0,3,0,7,2,16,0,0,0,0,90,12,0,0,1,1,47,10,0,0,154,0,0,0,0,0,0,6,0,0,0,0,4,62,119,9,1,0,59,5,10,28,0,0,1,1,0,0,25,16,0,0,5,0,32,0,0,0,0,16,6,1,92,45,36.6,23.4,1023.5,9.8,8.9,999.9,999.9,41.0,32.0,0.0,999.9,1
2021-04-04,2021,4,4,Sunday,7,542,1,2,20,0,141,0,1,0,0,0,0,1,1,0,0,0,1,0,5,3,0,0,0,0,2,0,0,0,4,2,0,0,4,0,2,0,0,0,1,0,0,0,7,0,4,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,7,6,9,0,2,0,0,86,4,0,0,1,1,42,9,0,0,149,0,1,0,4,0,1,6,0,0,0,0,1,53,143,12,1,0,62,5,7,31,0,0,0,1,0,0,21,20,0,0,5,0,36,0,0,1,0,16,2,1,75,41,46.3,30.8,1014.5,10.0,10.6,999.9,999.9,52.0,37.0,0.0,999.9,0
2021-04-05,2021,4,5,Monday,1,529,1,3,14,0,111,0,1,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,6,0,3,0,4,3,1,0,4,1,10,0,0,0,0,0,0,0,9,1,5,0,0,3,3,0,0,0,0,0,0,1,0,0,2,0,7,4,12,0,3,0,0,116,4,0,0,0,2,31,7,0,0,131,0,0,0,2,0,0,15,1,0,1,0,3,52,96,12,0,0,65,4,9,45,0,0,0,0,0,0,23,25,0,0,6,0,48,0,0,3,0,10,4,2,87,32,45.9,36.2,1008.4,10.0,12.9,999.9,999.9,50.0,41.0,0.0,999.9,0
2021-04-06,2021,4,6,Tuesday,2,547,0,1,14,0,120,0,0,0,0,1,6,0,0,0,0,0,0,0,3,0,1,0,0,0,6,1,5,0,5,3,0,0,1,3,0,0,0,0,0,0,0,0,7,0,4,0,0,3,6,1,0,0,0,0,0,2,0,0,2,0,10,3,18,0,4,1,1,104,1,0,0,0,2,32,11,0,0,156,1,1,0,2,0,0,4,0,0,0,0,4,56,108,10,0,0,73,3,10,46,0,0,0,1,1,0,31,26,0,0,0,0,37,0,0,1,0,11,2,0,93,30,47.5,39.0,1011.2,10.0,13.1,53,999.9,52.0,45.0,0.0,999.9,0
2021-04-07,2021,4,7,Wednesday,3,583,0,5,19,0,139,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,10,0,3,0,5,8,0,0,5,2,8,0,0,0,0,0,0,0,10,0,2,0,0,2,2,0,0,0,1,1,0,1,0,0,1,0,5,3,10,0,2,0,0,104,5,0,0,1,2,41,12,0,0,150,1,0,0,4,0,0,9,0,0,1,1,2,62,110,12,1,0,60,5,9,45,0,0,2,1,0,0,26,33,0,0,5,0,47,0,0,2,0,13,5,1,115,25,50.2,43.4,1015.4,8.9,11.3,999.9,999.9,62.6,43.0,0.0,999.9,0
2021-04-08,2021,4,8,Thursday,4,484,0,4,11,0,118,0,0,1,1,2,6,1,0,0,0,0,0,0,3,1,0,0,0,0,9,0,2,0,6,5,0,0,6,2,4,0,0,0,0,0,0,0,3,1,7,0,1,1,5,0,0,0,0,0,0,1,0,0,3,0,6,1,15,0,0,0,0,81,5,0,0,0,1,30,6,0,0,120,0,0,0,0,0,0,11,0,0,0,0,2,45,82,10,2,0,52,3,13,48,0,0,0,1,1,0,21,26,0,0,5,0,39,0,0,0,0,18,2,1,91,21,47.0,42.7,1018.4,10.0,10.4,20,22.9,54.0,39.9,0.0,999.9,0
2021-04-09,2021,4,9,Friday,5,529,0,3,15,0,111,0,0,0,0,1,3,2,1,0,0,0,1,0,3,1,0,0,0,0,9,2,3,0,1,2,0,0,3,1,5,1,0,0,0,0,0,0,12,0,6,0,0,2,7,0,0,0,0,1,0,1,0,0,2,0,14,3,18,0,3,0,0,109,9,0,0,0,3,30,10,0,0,123,0,1,0,1,0,0,6,0,0,0,0,0,58,103,19,1,0,63,3,12,49,0,0,0,0,0,0,21,24,0,0,9,0,54,0,0,0,0,14,0,0,72,26,47.6,43.2,1021.2,7.3,6.1,12,999.9,60.1,41.0,0.0,999.9,1
2021-04-10,2021,4,10,Saturday,6,513,0,0,17,0,113,0,1,0,0,1,5,4,1,0,1,0,0,0,5,2,0,0,0,0,9,1,2,0,6,4,0,0,2,0,2,0,0,0,0,0,0,0,9,2,2,0,0,5,8,0,0,0,1,0,0,0,0,0,0,0,9,0,9,0,3,0,0,98,5,0,0,1,0,28,7,0,0,135,2,0,0,2,0,0,9,1,0,0,0,1,58,114,11,0,0,67,6,7,20,0,0,1,1,0,2,25,20,0,0,6,0,41,0,0,2,0,14,0,0,87,30,44.4,43.1,1017.7,3.6,8.4,14,999.9,60.1,39.9,0.0,999.9,1
2021-04-11,2021,4,11,Sunday,7,479,0,2,13,0,129,0,3,0,0,0,0,1,0,0,1,0,0,0,5,3,1,0,0,0,4,1,1,0,5,2,1,0,1,3,1,0,0,0,0,0,0,0,5,0,3,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,4,1,20,0,1,0,0,77,4,0,0,1,0,28,4,0,0,133,0,0,0,2,0,0,12,0,0,0,0,2,53,114,19,0,0,71,4,6,21,0,0,0,0,0,0,21,11,0,0,5,0,33,0,0,1,0,13,2,1,73,26,48.2,47.3,1007.2,2.4,10.4,20,21.0,54.0,39.9,0.0,999.9,1
2021-04-12,2021,4,12,Monday,1,527,1,1,14,0,121,0,2,0,0,2,1,1,0,0,0,0,0,0,3,1,0,0,0,0,13,1,2,0,4,4,2,0,10,4,4,1,0,0,0,0,0,0,11,1,8,0,0,3,5,0,0,0,0,0,0,0,0,0,1,0,9,1,15,0,0,0,0,99,3,0,0,1,5,22,15,0,0,121,1,0,0,2,0,0,6,2,0,1,1,1,59,101,19,0,0,68,2,12,55,0,0,2,0,0,0,20,11,0,0,6,0,39,0,0,0,0,17,3,0,86,25,45.3,39.7,1007.6,9.5,14.2,21,28.0,54.0,42.1,0.0,999.9,1
2021-04-13,2021,4,13,Tuesday,2,517,0,2,13,0,108,0,0,1,0,0,5,1,0,0,0,0,0,0,5,1,0,0,0,0,7,1,3,0,2,2,0,0,7,5,1,0,0,0,1,0,0,0,9,0,3,0,0,3,3,0,1,0,0,3,0,2,0,0,3,0,5,3,16,0,1,0,0,111,8,0,0,1,1,43,10,0,0,113,1,0,0,3,1,1,3,1,0,0,0,3,51,113,15,0,0,64,1,11,39,0,0,3,0,0,0,16,13,0,0,5,0,34,0,0,0,0,24,2,1,94,26,45.5,39.2,1013.8,9.8,15.2,24.1,31.1,52.0,37.9,0.0,999.9,1
2021-04-14,2021,4,14,Wednesday,3,467,0,0,10,0,131,0,0,1,2,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,7,0,3,0,8,2,0,0,7,0,2,1,0,0,0,0,0,0,4,0,4,0,0,6,5,0,0,0,0,1,0,1,0,0,2,0,10,1,10,0,2,0,0,88,6,0,0,0,1,22,12,0,0,105,1,0,0,1,1,0,4,0,0,0,0,0,44,91,11,0,0,58,7,8,40,1,0,1,0,0,0,22,15,0,1,3,0,47,0,0,1,0,9,3,1,83,17,46.1,37.9,1017.3,10.0,7.1,11.1,999.9,54.0,37.0,0.0,999.9,0
2021-04-15,2021,4,15,Thursday,4,515,0,5,12,0,101,0,0,0,1,1,3,1,1,0,0,0,0,0,3,3,0,0,0,0,6,0,2,0,4,0,0,0,7,1,0,0,0,0,0,0,0,0,13,0,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,2,22,0,1,0,0,113,9,0,0,1,1,23,10,0,0,130,1,0,0,2,2,0,5,1,0,1,0,3,59,93,12,1,0,59,3,9,49,0,0,0,0,0,0,29,11,0,0,4,0,37,0,0,2,0,11,2,1,101,28,43.8,37.3,1011.6,10.0,10.4,18.1,22.9,54.0,37.0,0.0,999.9,1
2021-04-16,2021,4,16,Friday,5,524,0,1,11,0,130,0,0,3,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,12,1,2,0,6,2,0,0,11,2,0,1,0,0,0,0,0,0,5,1,7,0,0,5,6,0,0,0,0,0,0,0,0,0,2,0,9,4,21,0,2,0,0,93,13,0,0,0,3,23,9,1,0,122,1,0,0,1,1,0,4,0,1,0,0,0,46,95,13,0,0,83,3,9,47,0,0,0,2,0,0,20,10,0,0,8,0,30,0,0,3,0,20,4,0,102,27,43.8,40.8,998.3,6.8,19.3,28,38.1,48.9,37.9,0.64,999.9,1
2021-04-17,2021,4,17,Saturday,6,515,0,5,9,0,125,1,1,0,1,1,1,5,0,0,0,0,0,0,2,1,0,0,0,0,7,1,0,0,5,2,0,0,9,3,0,0,0,0,0,0,0,0,7,0,2,0,0,8,3,0,0,0,0,0,0,0,0,0,2,0,6,3,14,0,1,0,0,94,9,0,0,0,0,19,11,1,0,148,0,0,0,2,0,1,4,0,0,1,0,1,45,127,12,2,0,84,6,5,26,0,0,0,1,1,0,19,6,0,0,3,0,37,0,0,2,0,18,2,0,83,33,42.0,37.1,1003.8,9.0,16.2,21,31.1,48.9,39.0,0.18,999.9,1
2021-04-18,2021,4,18,Sunday,7,453,0,1,19,0,116,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,0,2,1,0,0,3,2,3,0,0,1,1,0,0,0,8,0,6,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,3,1,21,0,2,0,0,90,7,0,0,1,0,18,7,0,0,114,0,0,0,1,0,1,4,0,0,0,0,0,48,112,9,1,0,55,3,9,21,0,0,0,0,1,2,17,10,0,0,5,0,32,0,0,3,0,14,2,0,77,28,47.2,38.8,1008.4,10.0,8.2,15,18.1,55.0,39.0,0.11,999.9,0
2021-04-19,2021,4,19,Monday,1,444,0,3,6,0,104,0,1,0,0,0,3,0,1,0,0,0,1,0,4,1,1,0,0,0,5,0,2,1,3,5,0,1,3,2,3,0,0,0,0,0,0,0,6,0,5,0,0,2,4,0,0,0,0,0,0,1,0,0,3,0,5,2,8,0,0,0,0,99,3,0,0,0,6,19,12,0,0,111,0,0,0,1,0,0,5,0,0,0,0,2,35,75,14,0,0,58,2,6,42,0,0,1,0,1,0,24,8,0,0,4,0,35,0,0,2,0,15,5,1,90,23,50.9,43.1,1010.4,10.0,8.1,11.1,999.9,61.0,43.0,0.0,999.9,0
2021-04-20,2021,4,20,Tuesday,2,439,0,4,8,0,106,0,0,0,0,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0,9,0,1,0,1,1,0,2,8,1,4,0,0,0,0,0,0,0,7,2,2,0,0,6,4,0,0,0,0,1,0,0,0,0,0,0,4,2,11,0,1,0,0,89,2,0,0,1,2,15,20,0,0,107,2,0,0,0,0,0,6,1,0,0,0,1,43,69,19,0,0,46,5,6,51,0,0,0,0,0,0,21,10,0,0,3,0,34,0,0,4,0,15,1,0,96,15,50.3,44.5,1012.8,8.2,8.9,15.9,999.9,61.0,41.0,0.0,999.9,1
2021-04-21,2021,4,21,Wednesday,3,456,0,3,13,0,118,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,12,1,4,0,5,4,1,2,5,1,2,1,0,0,0,0,0,0,9,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,5,0,20,0,2,0,0,89,5,0,0,0,2,10,9,0,0,104,0,0,0,1,0,0,9,0,0,1,0,0,42,75,20,0,0,47,1,9,40,0,0,2,1,0,0,27,9,0,0,5,0,37,0,0,1,0,12,2,3,99,21,53.4,48.6,1009.1,9.8,13.5,17.1,999.9,59.0,42.1,0.0,999.9,1
2021-04-22,2021,4,22,Thursday,4,491,0,4,11,0,114,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,11,0,2,0,5,2,0,1,3,2,6,0,0,0,0,0,0,0,4,1,4,0,1,3,6,0,0,0,0,0,0,0,0,0,4,0,8,0,16,0,3,0,0,92,3,0,0,1,0,20,12,0,0,136,0,0,0,2,1,0,5,1,0,0,0,1,64,81,15,0,0,62,4,11,30,0,0,0,1,0,0,28,13,0,0,7,0,31,0,0,2,0,20,3,1,95,21,43.0,29.0,1003.9,9.5,19,27,36.9,59.0,36.0,0.04,999.9,1
2021-04-23,2021,4,23,Friday,5,512,1,5,16,0,114,0,1,1,0,0,1,3,1,0,0,0,1,0,1,0,1,0,0,1,7,1,6,0,5,4,0,0,6,1,1,0,0,0,0,0,0,0,2,0,8,0,0,4,3,0,0,0,0,1,0,0,0,0,1,0,10,2,8,0,2,0,0,99,6,0,0,0,5,30,12,2,0,129,2,0,0,3,0,0,3,1,0,0,0,2,42,91,14,1,0,75,0,9,40,0,0,2,0,0,1,24,15,0,0,8,0,44,0,0,1,0,9,1,1,95,35,45.1,27.1,1010.6,10.0,19.5,25.1,36.9,53.1,36.0,0.0,999.9,0
2021-04-24,2021,4,24,Saturday,6,535,0,1,16,0,114,0,0,0,0,0,0,4,0,0,1,0,0,0,3,0,0,0,0,0,7,0,3,0,5,2,1,0,4,0,0,0,0,0,0,0,0,0,11,1,3,0,0,5,2,0,0,0,0,1,0,1,0,0,0,0,6,3,13,0,2,0,0,120,13,0,0,0,1,28,14,0,0,133,5,0,0,1,0,0,10,0,0,0,0,0,66,132,10,0,0,69,7,11,24,0,0,1,0,0,0,28,12,0,0,3,0,50,0,0,1,0,17,0,3,76,25,51.1,40.3,1013.3,9.8,13,18.1,999.9,61.0,39.0,0.0,999.9,0
2021-04-25,2021,4,25,Sunday,7,501,0,2,20,0,120,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,12,0,0,0,4,1,0,1,4,1,2,0,0,0,0,0,0,0,10,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2,1,11,0,0,0,1,107,5,0,0,0,0,32,8,1,0,132,0,0,0,2,0,0,4,0,0,0,0,3,49,118,11,0,0,69,5,9,20,0,0,1,1,1,0,28,10,0,0,5,0,34,0,0,2,0,13,4,0,89,25,47.9,44.8,1008.7,7.1,12,25.1,34.0,61.0,44.1,0.07,999.9,1
2021-04-26,2021,4,26,Monday,1,530,0,0,12,0,112,1,1,0,0,3,2,1,0,0,0,0,0,0,4,1,0,0,0,1,9,0,2,0,7,2,1,1,5,3,2,0,0,0,0,0,0,0,4,2,3,0,1,5,8,0,0,0,0,0,0,0,0,0,2,0,4,6,12,0,3,1,0,107,11,0,0,1,3,31,10,0,0,132,1,1,0,1,0,0,8,2,0,0,0,1,60,100,21,1,0,81,4,13,31,0,0,1,0,0,0,26,14,0,0,3,0,41,0,0,4,0,17,1,3,82,24,49.9,36.9,1008.4,10.0,14,21,32.1,57.9,44.1,1.02,999.9,0
