month,day,dow,ABANDONED_BUILDING,AIRPORT_OR_AIRCRAFT,ALLEY,ANIMAL_HOSPITAL,APARTMENT,APPLIANCE_STORE,ATHLETIC_CLUB,ATM_AUTOMATIC_TELLER_MACHINE,AUTO,AUTO_BOAT_RV_DEALERSHIP,BANK,BANQUET_HALL,BAR_OR_TAVERN,HAIRDRESSERS,BASEMENT,BOAT_WATERCRAFT,BOWLING_ALLEY,BRIDGE,CAR_WASH,CEMETARY,CHIAGO_HOUSING_AUTHORIY_PROPERTIES,PLACE_OF_WORSHIP,CLEANERS_LAUNDROMAT,CLEANING_STORE,CLUB,COACH_HOUSE,COIN_OPERATED_MACHINE,COLLEGE_UNIVERSITY,COMMERCIAL_BUSINESS_OFFICE,CONSTRUCTION_SITE,CONVENIENCE_STORE,CREDIT_UNION,CTA_TRAIN_CRIME,CTA_BUS_CRIME,CURRENCY_EXCHANGE,DAY_CARE_CENTER,DELIVERY_TRUCK,DEPARTMENT_STORE,DRIVEWAY,DRUG_STORE,DUMPSTER,ELEVATOR,EXPRESSWAY_EMBANKMENT,FACTORY_BUILDING,FARM,FEDERAL_BUILDING,FIRE_STATION,FOREST_PRESERVE,FUNERAL_PARLOR,GANGWAY,GARAGE,GAS_STATION,GOVERNMENT_BUILDING,GROCERY_FOOD_STORE,HALLWAY,HIGHWAY_EXPRESSWAY,HORSE_STABLE,HOSPITAL,HOTEL_MOTEL,HOUSE,JAIL,JUNK_YARD_GARBAGE_DUMP,KENNEL,LAGOON,LAKE,LAUNDRY_ROOM,LIBRARY,LIQUOR_STORE,LIVERY_AUTO,LIVERY_STAND_OFFICE,LOADING_DOCK,MEDICAL_DENTAL_OFFICE,CINEMA,NEWSSTAND,CARE_HOME,OFFICE,OTHER,PARK_PROPERTY,PARKING_LOT,PAWN_SHOP,POLICE_FACILITY_VEHICLE_PARKING_LOT,POOL_ROOM,PORCH,PRAIRIE,PUBLIC_GRAMMAR_SCHOOL,PUBLIC_HIGH_SCHOOL,RAILROAD_PROPERTY,RESIDENCE,RESTAURANT,RETAIL_STORE,RIVER,ROOMING_HOUSE,SAVINGS_AND_LOAN,PRIVATE_SCHOOL,PUBLIC_SCHOOL,SEWER,SIDEWALK,SMALL_RETAIL_STORE,SPORTS_ARENA_STADIUM,STAIRWELL,STREET,TAVERN_PUB,TAXI_CAB,TRAILER,TRUCK,TRUCKING_TERMINAL,VACANT_LOT,VEHICLE_DELIVERY_TRUCK,VEHICLE_RIDE_SERVICE_EG_UBER_LYFT,VEHICLE_NON_COMMERCIAL,VEHICLE_COMMERCIAL,VESTIBULE,WAREHOUSE,WOODED_AREA,YARD,YMCA,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED_CARRY_LICENSE_VIOLATION,CRIM_SEXUAL_ASSAULT,CRIMINAL_DAMAGE,CRIMINAL_SEXUAL_ASSAULT,CRIMINAL_TRESPASS,DECEPTIVE_PRACTICE,DOMESTIC_VIOLENCE,HOMICIDE,HUMAN_TRAFFICKING,INTERFERENCE_WITH_PUBLIC_OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR_LAW_VIOLATION,MOTOR_VEHICLE_THEFT,NARCOTICS,NON_CRIMINAL,OBSCENITY,OFFENSE_INVOLVING_CHILDREN,OTHER_NARCOTIC_VIOLATION,OTHER_OFFENSE,PROSTITUTION,PUBLIC_INDECENCY,PUBLIC_PEACE_VIOLATION,RITUALISM,ROBBERY,SEX_OFFENSE,STALKING,THEFT,WEAPONS_VIOLATION,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
1,21,Tuesday,0,1,11,0,76,1,1,0,0,0,3,0,0,1,0,0,0,0,1,0,4,4,0,0,0,0,0,2,2,0,3,0,10,5,1,0,0,18,1,4,0,0,0,1,0,0,0,0,0,0,0,9,2,10,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,0,18,1,1,0,1,0,0,0,0,135,16,0,0,0,0,5,24,0,32,18,0,0,112,0,0,0,0,0,0,0,0,10,1,0,2,0,0,0,0,44,95,23,1,2,47,2,20,43,0,0,0,3,0,0,0,23,39,0,1,3,0,52,2,0,1,0,22,4,0,147,9,27.8,15.2,1026.8,10.0,11.5,15.9,999.9,34.0,21.9,0.0,999.9,0
1,22,Wednesday,0,4,9,0,98,0,1,1,1,1,3,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,0,12,3,2,2,0,13,0,3,0,0,0,1,0,0,0,0,0,0,0,5,1,8,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,6,0,31,1,22,0,1,0,0,0,0,0,0,134,18,0,0,0,0,4,25,0,49,20,1,0,118,0,0,0,0,0,1,0,0,11,1,0,1,0,0,0,0,61,128,26,1,2,51,4,18,50,0,0,0,4,1,1,0,22,41,0,0,15,0,43,0,0,1,0,27,6,0,119,11,27.1,14.3,1029.8,10.0,4.2,8.9,999.9,34.0,17.1,0.0,999.9,0
1,23,Thursday,1,8,13,0,81,0,0,2,1,2,5,0,3,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,6,0,18,9,0,2,0,18,1,5,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,0,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,21,1,11,0,0,0,0,0,0,0,0,122,16,0,0,0,0,4,15,0,31,17,1,0,111,1,1,0,0,0,4,0,0,10,0,0,1,0,0,0,0,48,105,25,0,1,37,2,25,43,0,0,0,4,0,0,0,12,57,0,0,6,1,38,1,0,5,0,31,4,0,137,9,32.3,26.5,1029.2,9.7,4.7,11.1,999.9,45.0,17.1,0.0,999.9,0
1,24,Friday,1,2,6,0,95,0,2,2,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,2,0,13,5,2,0,0,17,3,3,0,0,0,0,0,0,0,0,0,0,0,13,3,12,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,33,0,12,0,2,0,0,0,0,0,0,143,24,0,0,0,0,3,21,0,42,11,2,0,140,2,1,0,0,0,1,0,1,9,1,0,0,0,0,0,0,49,100,22,0,0,62,4,22,49,0,0,0,4,0,2,0,19,34,0,0,13,0,49,2,0,8,0,23,1,1,172,20,37.3,33.7,1028.5,6.5,3.3,8,999.9,46.0,19.9,0.0,999.9,1
1,25,Saturday,0,4,14,0,102,0,1,1,0,0,4,0,16,1,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,2,9,0,14,9,8,0,0,11,1,3,0,0,0,1,0,0,0,0,0,0,0,5,0,3,0,1,0,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,25,1,16,0,2,0,0,0,0,0,0,134,24,0,0,0,0,0,0,0,49,16,0,0,132,8,1,0,0,0,1,0,0,13,0,0,0,0,0,0,0,43,129,28,1,0,48,4,14,55,0,0,0,4,0,3,2,16,52,0,0,5,0,52,7,0,6,0,25,4,0,142,22,43.1,39.6,1023.5,9.0,12.3,20,28.9,48.9,28.0,0.0,999.9,1
1,26,Sunday,0,4,17,0,101,0,0,0,1,0,3,0,8,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,2,5,0,13,4,5,0,0,12,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,1,0,4,5,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,27,2,7,0,0,0,0,0,0,0,0,112,13,0,0,0,0,0,1,0,35,15,0,0,163,2,0,0,0,0,2,0,1,8,0,0,0,0,0,0,0,44,128,16,1,2,50,8,22,38,0,0,0,4,1,1,0,23,32,0,0,6,0,42,9,0,2,0,26,3,0,127,20,44.3,40.7,1006.4,6.5,13,19,28.0,51.1,36.0,0.44,999.9,1
1,27,Monday,1,3,9,0,102,0,2,1,1,0,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,6,4,8,0,13,5,1,0,0,9,1,4,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,0,0,7,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,43,3,18,0,3,0,0,0,0,0,0,153,15,0,0,0,0,2,20,0,56,22,0,0,138,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,53,132,23,0,1,56,4,14,68,0,0,0,4,0,0,0,23,43,0,0,6,0,59,1,0,3,0,13,4,0,171,18,40.1,33.8,1004.3,10.0,10.5,18.1,24.1,51.1,36.0,0.01,999.9,0
1,28,Tuesday,2,5,11,0,90,1,0,1,0,1,3,0,4,1,0,0,0,0,0,0,6,2,0,0,0,0,0,1,6,0,11,0,13,10,0,2,0,16,6,2,0,0,0,0,0,0,1,0,0,0,0,10,2,9,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,1,21,0,1,0,0,0,0,0,0,145,12,0,0,0,0,2,19,0,54,20,0,0,134,1,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,46,121,31,0,1,53,4,19,48,0,0,0,5,0,3,0,18,49,0,0,11,0,48,0,0,5,0,39,0,1,158,18,39.4,28.8,1005.1,10.0,9.8,17.1,21.0,45.0,36.0,0.0,999.9,0
1,29,Wednesday,0,2,10,0,71,0,2,2,0,2,5,0,3,2,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,12,0,11,6,3,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,29,0,14,0,2,0,0,0,0,0,0,126,17,0,0,0,0,3,17,0,45,18,1,0,137,0,1,0,0,0,2,0,0,8,0,0,0,0,0,0,0,52,90,27,0,1,55,1,23,51,0,0,0,7,0,0,0,13,43,0,2,9,0,48,1,0,6,0,20,4,0,155,11,35.3,22.5,1013.1,10.0,12.9,17.1,22.9,43.0,30.0,0.0,999.9,0
1,30,Thursday,1,1,16,0,73,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,3,0,10,7,0,0,0,14,1,2,0,0,0,0,0,0,0,0,0,0,0,9,4,9,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,28,1,23,0,3,0,0,0,0,0,0,134,19,0,0,0,0,5,15,0,51,17,0,0,128,4,0,0,0,0,0,0,0,12,0,0,2,0,0,0,1,49,98,22,1,2,68,1,19,41,0,0,0,4,0,0,0,25,51,0,0,5,0,46,1,0,3,0,25,2,0,145,10,31.6,19.4,1023.4,10.0,9.4,15,999.9,37.0,21.9,0.0,999.9,0
1,31,Friday,1,5,17,0,120,0,0,1,0,1,5,0,8,1,0,0,0,0,0,0,4,3,0,2,0,0,0,0,2,1,8,0,13,7,2,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,11,6,2,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,25,3,23,0,2,0,0,0,0,0,0,134,22,0,0,0,0,2,3,0,57,23,1,0,144,2,0,0,0,0,2,0,1,14,0,0,2,0,0,0,0,48,128,24,1,1,66,3,22,61,0,0,0,8,0,0,0,22,53,0,0,8,0,45,0,0,6,0,29,2,2,165,15,29.8,22.3,1027.4,10.0,3.3,8.9,999.9,39.9,19.0,0.0,999.9,0
2,1,Saturday,1,0,8,1,140,1,0,1,0,0,4,0,10,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,3,1,9,1,13,3,2,0,0,9,1,2,0,0,0,0,0,0,0,0,0,0,0,11,3,9,0,0,0,3,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,38,4,17,0,2,0,0,0,0,0,0,177,24,0,0,0,0,4,2,0,53,18,1,0,179,4,0,0,0,0,7,1,0,10,0,0,2,0,0,0,0,56,139,27,0,2,81,9,18,89,0,0,0,6,1,0,1,29,38,0,0,10,0,49,1,1,8,0,22,10,1,189,21,39.7,35.2,1015.9,9.9,7.2,12,999.9,44.1,37.0,0.04,999.9,1
2,2,Sunday,1,1,13,0,108,0,1,3,0,0,5,0,13,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1,3,0,8,0,6,7,1,0,0,8,3,6,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,25,2,13,0,0,0,0,0,0,0,0,157,18,0,0,0,0,0,4,0,55,13,2,0,146,2,1,0,0,0,3,0,0,7,0,0,0,0,0,0,2,50,176,20,0,1,80,1,8,32,0,0,0,3,1,0,1,20,35,0,1,3,0,37,1,0,3,0,27,0,1,144,17,38.5,33.0,1000.4,9.3,7.9,12,999.9,42.1,35.6,0.0,999.9,1
2,3,Monday,1,10,16,0,117,1,0,0,0,1,4,0,5,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,2,9,0,11,10,1,0,0,8,3,2,0,0,0,2,0,0,0,0,0,0,0,6,0,13,0,0,0,8,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,29,1,22,0,6,1,0,0,0,0,0,148,19,0,0,0,0,3,21,0,59,18,0,0,153,1,0,0,0,0,0,1,0,13,1,0,2,0,0,0,1,55,118,31,1,1,81,4,27,52,0,0,0,2,0,0,0,26,55,0,0,11,0,45,0,0,1,0,25,3,2,180,23,38.8,32.1,1005.6,9.9,8.1,15,22.0,45.0,32.0,0.0,999.9,0
2,4,Tuesday,0,2,9,0,83,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,6,2,0,0,0,0,0,0,7,1,8,0,14,3,0,0,0,13,2,1,0,0,0,0,0,0,0,0,0,0,0,7,1,8,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,34,1,14,0,7,0,0,0,0,0,0,139,17,0,0,0,0,5,24,0,50,14,0,0,132,2,1,0,0,0,1,0,0,13,0,0,1,0,0,0,0,54,112,24,2,0,61,2,13,45,0,0,0,6,1,0,1,20,60,0,0,10,0,54,1,0,4,0,22,3,0,136,17,42.2,39.4,1010.2,9.2,7.6,14,999.9,48.0,32.0,0.0,999.9,1
2,5,Wednesday,0,4,12,0,82,1,1,1,0,0,4,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,7,0,10,7,0,0,0,18,1,5,0,0,0,0,0,0,0,0,0,0,0,3,2,13,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,20,2,18,0,3,0,0,0,0,0,0,136,17,0,0,0,0,7,23,0,45,18,0,0,127,0,1,0,0,0,1,1,0,11,0,0,2,0,0,0,0,46,106,23,0,3,39,3,17,51,0,0,0,3,2,0,1,29,46,0,0,5,0,43,2,0,2,0,19,1,0,182,8,41.0,35.8,1012.6,8.0,8.4,15.9,22.9,48.0,32.0,0.06,999.9,1
2,6,Thursday,0,3,3,0,81,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,2,0,3,0,9,2,1,1,0,14,1,4,0,0,0,0,0,0,0,0,0,0,0,16,2,10,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,4,0,32,1,13,0,2,0,0,0,0,0,0,127,21,0,0,0,0,3,11,0,33,15,1,0,100,2,0,0,0,0,1,0,0,12,0,0,1,0,0,0,0,37,98,21,1,1,46,1,15,42,0,0,0,3,0,1,0,16,44,0,0,4,0,41,1,1,4,0,24,3,1,142,7,41.6,37.8,1010.3,5.3,12.9,25.1,29.9,48.9,35.1,0.24,999.9,1
2,7,Friday,0,4,11,0,95,1,2,2,1,0,3,0,5,1,0,0,0,0,1,0,5,1,0,0,0,0,0,3,3,1,7,0,10,8,0,0,0,17,2,2,0,0,0,0,0,0,0,0,0,0,0,8,2,13,0,0,0,5,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,26,4,21,0,2,1,0,0,0,0,0,138,17,1,0,0,0,3,15,0,44,22,1,0,159,3,0,0,0,0,1,0,1,13,1,0,0,0,0,0,2,58,119,22,1,0,58,5,23,60,0,0,0,5,0,0,1,16,51,0,0,7,0,54,0,0,2,0,23,4,0,164,17,46.3,43.6,989.1,5.0,16.4,39,51.1,55.9,37.9,0.88,999.9,1
2,8,Saturday,1,3,11,0,90,1,0,0,0,0,4,0,9,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,1,7,0,7,2,1,0,0,12,1,3,0,0,0,0,0,0,0,0,0,0,0,14,1,8,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,16,1,17,0,2,1,0,0,0,0,0,139,24,0,0,0,0,1,3,0,42,15,0,0,145,2,2,0,0,0,1,0,1,13,0,0,0,0,0,0,1,42,125,14,2,1,67,4,16,37,0,0,0,5,1,0,1,32,33,0,0,6,0,43,0,0,1,0,22,3,0,140,24,34.2,19.7,1013.3,10.0,17.5,32.1,47.0,39.0,28.9,0.03,999.9,0
2,9,Sunday,0,1,10,0,91,1,0,1,0,2,4,0,12,1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,1,0,3,0,8,1,0,0,0,10,3,4,0,0,0,0,0,0,0,0,0,0,0,12,1,10,0,1,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18,0,15,1,1,0,0,0,0,0,0,103,22,0,0,0,0,3,1,0,35,17,0,0,136,4,1,0,0,0,2,0,0,10,0,0,1,0,0,0,5,32,132,30,0,1,49,6,16,30,0,0,0,6,0,1,0,21,34,0,0,5,0,31,1,0,3,0,22,2,0,120,13,33.1,21.6,1032.4,10.0,7.6,13,999.9,39.9,23.0,0.0,999.9,0
2,10,Monday,4,3,10,1,89,0,2,2,0,0,3,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,4,0,9,0,12,7,2,0,0,13,6,5,0,0,0,0,0,0,0,0,0,0,0,10,4,2,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,30,0,16,0,4,0,0,0,0,0,0,134,10,0,0,0,0,6,18,0,45,14,1,0,125,1,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,44,114,24,1,1,55,2,19,54,0,0,1,4,0,0,0,23,43,0,0,14,0,50,1,0,2,0,27,4,0,132,15,43.5,37.7,1025.2,9.1,14.1,20,27.0,46.9,39.0,0.01,999.9,1
2,11,Tuesday,1,8,14,0,100,0,3,1,0,0,3,0,4,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,4,0,6,0,14,6,0,0,0,8,2,4,0,0,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,7,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,42,3,18,0,6,0,0,0,0,0,0,122,20,0,0,0,0,7,24,0,33,16,0,0,119,2,1,0,0,0,2,0,0,7,0,0,1,0,0,0,2,45,115,20,0,0,50,4,31,61,0,0,0,2,2,5,2,22,46,0,0,6,0,45,0,0,8,0,21,1,1,139,15,44.1,42.8,1017.5,3.1,6,9.9,999.9,48.9,41.0,0.31,999.9,1
2,12,Wednesday,1,3,4,0,90,2,3,0,0,1,10,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,1,4,2,10,0,12,3,1,0,0,5,1,2,0,0,0,1,0,0,0,0,0,0,0,3,1,11,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,1,17,0,2,0,0,0,0,0,0,125,25,0,0,0,0,3,23,0,48,21,1,0,120,3,1,0,0,0,6,0,1,10,1,0,1,0,0,0,1,66,83,31,0,0,53,3,19,49,0,0,0,6,0,0,0,17,37,0,0,5,0,48,4,0,2,0,22,7,0,163,11,40.7,29.4,1015.6,9.9,11.4,18.1,28.9,48.9,37.0,0.73,999.9,0
2,13,Thursday,0,5,12,0,86,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,1,3,0,13,2,0,1,0,17,1,7,0,0,0,0,0,0,0,0,0,0,0,10,3,10,0,1,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,33,1,17,0,2,0,0,0,0,0,0,107,7,0,0,0,0,3,22,0,22,13,0,0,100,1,2,0,0,0,0,1,1,7,0,0,3,0,0,0,0,42,94,17,0,0,64,5,19,50,0,0,0,1,0,0,0,21,36,0,0,5,0,41,0,0,0,0,21,2,0,120,9,41.3,38.0,1010.6,7.0,7.9,17.1,999.9,45.0,37.0,0.45,999.9,1
2,14,Friday,0,3,13,0,78,0,2,0,0,2,2,0,5,0,0,0,0,0,0,0,4,1,0,1,0,0,0,2,2,2,6,1,10,5,0,0,0,13,0,1,0,0,0,1,0,0,0,0,0,0,0,11,2,11,0,0,0,4,8,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,27,2,15,0,2,1,0,0,0,0,0,117,26,0,0,0,0,2,16,0,35,22,0,0,107,2,1,0,0,0,1,0,1,7,1,0,3,0,0,0,0,44,107,17,0,4,51,3,8,58,0,0,0,1,1,0,0,26,28,0,0,7,0,39,0,0,3,0,20,3,0,157,8,33.8,24.6,1017.3,10.0,13.8,25.1,32.1,45.0,23.0,0.2,999.9,0
2,15,Saturday,0,1,6,0,89,1,1,1,0,0,1,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,2,9,0,6,4,3,0,0,17,1,3,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,15,0,1,1,0,0,0,0,0,129,27,0,0,0,0,0,0,0,40,22,0,0,122,2,0,0,0,0,0,0,1,13,1,0,0,0,0,0,2,42,124,14,0,1,73,3,18,36,0,0,0,2,1,0,1,25,27,0,0,8,0,41,0,0,1,0,17,2,0,143,15,22.8,12.1,1033.9,10.0,9.3,17.1,21.0,39.0,19.0,0.0,999.9,0
2,16,Sunday,0,1,13,0,105,0,1,2,0,0,3,0,14,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,3,0,7,0,5,2,0,0,0,10,1,5,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,1,18,0,0,0,1,0,0,0,0,124,16,0,0,0,0,0,1,0,42,13,1,0,148,2,1,0,0,0,2,0,2,13,0,0,1,0,0,0,1,40,142,15,1,0,59,3,21,45,0,0,0,2,1,0,1,28,30,0,0,5,0,40,0,0,2,0,26,4,2,122,26,37.9,29.8,1023.3,10.0,13.4,19,27.0,43.0,19.0,0.0,999.9,0
2,17,Monday,1,0,9,0,95,0,2,0,0,2,0,0,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,0,7,0,19,2,2,0,0,9,1,5,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,6,4,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,22,1,16,0,2,0,0,0,0,0,0,133,14,0,0,0,0,0,1,0,32,23,2,0,134,1,2,0,0,0,1,0,0,7,0,0,0,0,0,0,3,47,112,17,0,1,70,3,19,41,0,0,0,8,1,0,2,19,37,0,0,4,0,45,0,0,4,0,19,2,0,130,16,38.5,29.4,1021.6,10.0,7.2,14,999.9,48.0,30.9,0.0,999.9,0
2,18,Tuesday,0,5,5,0,98,0,1,1,0,0,4,0,2,0,0,0,0,0,1,0,3,2,0,1,0,0,0,0,4,1,8,0,18,4,1,3,0,13,1,2,0,0,0,0,0,0,0,0,0,0,0,16,1,13,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,2,16,0,5,0,0,0,0,0,0,155,15,0,0,0,0,3,25,0,34,27,0,0,132,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,52,136,25,0,0,59,3,20,56,0,0,0,4,0,0,1,20,39,0,0,10,0,41,0,0,3,0,16,3,0,171,8,37.2,30.1,1028.3,9.2,12.1,20,28.9,48.0,28.0,0.0,999.9,1
2,19,Wednesday,0,2,9,0,81,0,2,1,0,0,2,0,2,1,0,0,0,0,2,0,6,0,0,0,0,0,0,1,8,1,4,0,9,12,0,1,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,22,1,14,0,4,0,0,0,0,0,0,113,14,0,0,0,0,3,24,0,36,15,1,0,128,1,0,0,0,0,0,0,1,14,1,0,1,0,0,0,2,49,105,28,0,1,46,1,21,45,0,0,0,6,0,0,0,24,31,0,0,9,0,31,0,0,1,0,27,4,0,130,19,44.0,34.0,1018.1,7.7,12.1,17.1,25.1,48.0,28.0,0.03,999.9,1
2,20,Thursday,0,5,9,0,84,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,5,0,12,8,2,1,0,9,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,4,5,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,0,24,2,23,0,6,0,0,0,0,0,0,112,11,0,0,0,0,3,21,0,34,24,1,0,131,0,3,0,0,0,1,0,1,13,1,1,1,0,0,0,2,36,89,14,1,1,53,3,10,51,0,0,0,6,0,0,0,27,42,0,0,6,0,61,3,0,1,0,22,3,2,153,16,31.4,11.5,1028.0,10.0,10.9,17.1,24.1,46.9,28.0,0.0,999.9,0
2,21,Friday,0,5,9,0,92,1,4,1,0,1,5,0,2,1,0,0,1,0,1,0,3,2,0,0,0,0,0,1,4,0,7,0,9,7,0,0,0,10,2,4,0,0,0,1,0,0,0,0,0,0,0,11,0,12,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,5,20,0,5,0,0,0,0,0,0,125,15,0,0,0,0,7,27,0,44,10,0,0,148,3,1,0,0,0,3,0,0,13,0,0,0,0,0,0,1,56,103,27,1,3,60,1,14,37,0,0,0,8,0,2,1,18,55,0,0,8,0,41,3,0,3,0,34,4,2,157,16,27.7,13.6,1028.7,9.9,11.6,18.1,25.1,33.1,21.9,0.0,999.9,1
2,22,Saturday,1,4,22,0,108,0,0,0,1,1,3,0,13,1,0,0,0,0,0,0,5,1,0,0,0,0,0,2,4,1,5,0,4,5,1,1,0,13,0,3,0,0,0,1,0,0,0,0,0,0,0,12,1,9,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,35,2,22,0,1,0,0,0,0,0,0,130,23,0,0,0,0,1,2,0,45,16,1,0,156,4,0,0,0,0,4,0,0,13,0,0,0,0,0,0,2,53,153,19,0,0,76,5,17,35,0,0,0,4,0,0,4,12,43,0,0,5,0,45,0,0,3,0,23,5,1,150,28,34.9,20.3,1023.6,10.0,12.5,20,26.0,43.0,19.9,0.0,999.9,0
2,23,Sunday,0,5,17,0,83,0,2,0,0,0,1,0,18,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5,0,4,0,12,5,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,9,1,9,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17,5,18,0,2,0,0,0,0,0,0,141,20,0,0,0,0,0,0,0,41,16,2,0,181,1,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,55,143,24,0,0,82,3,20,31,0,0,0,6,0,0,0,21,38,0,1,11,1,33,0,0,6,0,26,2,1,124,30,39.9,33.7,1021.4,9.8,9.1,12,999.9,48.0,30.0,0.0,999.9,0
