month,day,dow,dow_num,TOTAL_CRIMES,ABANDONED_BUILDING,AIRPORT_OR_AIRCRAFT,ALLEY,ANIMAL_HOSPITAL,APARTMENT,APPLIANCE_STORE,ATHLETIC_CLUB,ATM_AUTOMATIC_TELLER_MACHINE,AUTO,AUTO_BOAT_RV_DEALERSHIP,BANK,BAR_OR_TAVERN,HAIRDRESSERS,BOAT_WATERCRAFT,BOWLING_ALLEY,BRIDGE,CAR_WASH,CEMETARY,CHIAGO_HOUSING_AUTHORIY_PROPERTIES,PLACE_OF_WORSHIP,CLEANING_STORE,CLUB,COIN_OPERATED_MACHINE,COLLEGE_UNIVERSITY,COMMERCIAL_BUSINESS_OFFICE,CONSTRUCTION_SITE,CONVENIENCE_STORE,CREDIT_UNION,CTA_TRAIN_CRIME,CTA_BUS_CRIME,CURRENCY_EXCHANGE,DAY_CARE_CENTER,DEPARTMENT_STORE,DRIVEWAY,DRUG_STORE,FACTORY_BUILDING,FARM,FEDERAL_BUILDING,FIRE_STATION,FOREST_PRESERVE,GANGWAY,GARAGE,GAS_STATION,GOVERNMENT_BUILDING,GROCERY_FOOD_STORE,HALLWAY,HIGHWAY_EXPRESSWAY,HOSPITAL,HOTEL_MOTEL,HOUSE,JAIL,KENNEL,LAKE,LIBRARY,LIQUOR_STORE,MEDICAL_DENTAL_OFFICE,CINEMA,NEWSSTAND,CARE_HOME,OFFICE,OTHER,PARK_PROPERTY,PARKING_LOT,PAWN_SHOP,POLICE_FACILITY_VEHICLE_PARKING_LOT,POOL_ROOM,PORCH,RESIDENCE,RESTAURANT,RETAIL_STORE,SAVINGS_AND_LOAN,PRIVATE_SCHOOL,PUBLIC_SCHOOL,SIDEWALK,SMALL_RETAIL_STORE,SPORTS_ARENA_STADIUM,STAIRWELL,STREET,TAVERN_PUB,TAXI_CAB,TRUCKING_TERMINAL,VACANT_LOT,VEHICLE_DELIVERY_TRUCK,VEHICLE_RIDE_SERVICE_EG_UBER_LYFT,VEHICLE_NON_COMMERCIAL,VEHICLE_COMMERCIAL,VESTIBULE,WAREHOUSE,YARD,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED_CARRY_LICENSE_VIOLATION,CRIM_SEXUAL_ASSAULT,CRIMINAL_DAMAGE,CRIMINAL_SEXUAL_ASSAULT,CRIMINAL_TRESPASS,DECEPTIVE_PRACTICE,HOMICIDE,HUMAN_TRAFFICKING,INTERFERENCE_WITH_PUBLIC_OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR_LAW_VIOLATION,MOTOR_VEHICLE_THEFT,NARCOTICS,NON_CRIMINAL,OBSCENITY,OFFENSE_INVOLVING_CHILDREN,OTHER_NARCOTIC_VIOLATION,OTHER_OFFENSE,PROSTITUTION,PUBLIC_INDECENCY,PUBLIC_PEACE_VIOLATION,RITUALISM,ROBBERY,SEX_OFFENSE,STALKING,THEFT,WEAPONS_VIOLATION,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
1,11,Saturday,6,560,1,0,8,0,90,0,1,4,0,0,2,7,1,0,0,0,0,0,2,0,0,0,0,0,5,1,5,0,12,4,0,0,9,3,2,0,0,0,0,0,0,0,5,0,9,0,0,6,4,0,0,0,0,1,0,0,2,0,2,0,22,0,11,0,1,0,0,125,22,0,0,1,0,41,19,0,0,108,1,0,0,1,0,0,19,1,0,0,0,2,51,98,24,0,1,45,3,19,38,0,0,2,0,0,0,28,45,0,0,3,0,37,0,0,3,0,22,0,0,125,14,36.3,34.6,1011.3,2.6,15.9,27,44.1,39.9,30.9,1.42,999.9,1
1,12,Sunday,7,575,1,2,10,0,90,0,2,0,0,0,1,11,1,0,0,0,0,0,2,1,0,0,1,0,4,0,9,0,9,8,0,0,10,3,1,0,0,0,0,0,0,0,9,1,15,0,0,2,5,0,0,0,0,1,0,0,1,0,3,0,24,2,9,0,2,1,0,125,16,0,0,0,1,40,14,0,0,117,1,1,0,1,0,2,12,0,0,1,0,1,37,115,20,1,0,71,1,15,40,0,0,3,0,0,2,21,30,0,0,6,0,31,0,0,0,0,24,1,0,144,11,28.5,24.1,1024.3,7.8,7.6,24.1,35.9,32.0,25.0,0.04,1.2,1
1,13,Monday,1,650,1,3,14,0,102,0,2,0,0,0,3,1,0,0,0,0,0,0,5,0,0,0,1,1,3,1,8,0,12,8,2,1,7,1,3,0,0,0,0,0,0,0,7,3,10,0,0,3,4,0,0,0,0,1,0,0,0,0,4,0,28,1,17,0,1,0,0,160,12,0,0,1,15,32,14,1,0,138,1,0,0,1,0,1,10,2,0,1,0,1,62,101,22,0,3,68,2,9,65,0,0,1,0,0,0,22,36,0,0,4,0,53,0,0,3,0,25,4,0,154,15,32.6,27.4,1026.6,8.0,7.6,15,20.0,34.0,30.9,0.0,1.2,1
1,14,Tuesday,2,662,0,2,14,0,102,0,1,1,0,1,3,2,0,0,0,0,1,0,3,0,0,0,0,1,2,0,5,0,9,13,0,0,15,2,2,0,0,0,0,0,0,0,7,1,7,0,0,4,2,0,0,0,0,0,0,1,1,0,4,0,31,0,23,0,2,0,0,121,12,0,0,3,22,51,18,0,0,150,0,1,0,3,0,0,11,1,0,1,0,1,55,105,22,0,2,49,1,26,56,0,0,3,1,0,1,22,46,0,0,6,0,55,0,0,5,0,16,6,0,170,12,36.6,31.6,1021.5,7.9,8.4,15,22.0,43.0,34.0,0.0,1.2,0
1,15,Wednesday,3,653,0,4,8,0,93,0,1,0,0,0,4,4,0,0,0,0,1,0,1,2,0,0,0,1,4,1,5,0,11,6,0,0,23,0,2,0,0,1,0,0,0,0,17,1,8,0,0,5,1,0,0,0,0,1,0,1,0,0,0,0,22,1,15,2,4,0,0,167,13,0,0,2,23,45,14,1,0,110,3,0,0,3,0,1,10,0,0,1,0,1,54,107,30,1,1,51,2,19,74,0,0,4,0,0,0,25,38,0,1,9,0,40,0,0,6,0,15,4,0,151,18,33.5,30.6,1020.4,4.7,5.8,15,24.1,37.4,28.9,0.0,999.9,1
1,16,Thursday,4,675,0,3,9,0,84,0,1,1,0,0,2,5,1,0,0,0,0,0,3,2,1,0,0,0,6,0,6,0,15,6,0,1,15,3,4,0,0,0,0,0,0,0,9,0,13,0,0,9,1,0,0,0,0,2,0,4,0,0,5,0,36,2,12,0,2,0,0,133,13,0,0,3,23,36,17,1,0,165,1,0,0,3,0,0,9,1,0,0,0,2,53,118,23,0,0,75,4,18,43,0,0,3,1,1,0,24,37,0,0,6,0,61,7,0,0,0,21,3,0,166,7,26.1,15.9,1033.3,8.9,12.3,15.9,21.0,37.0,17.1,0.0,999.9,0
1,17,Friday,5,581,1,4,4,0,75,1,0,1,0,0,5,13,2,0,0,0,0,0,3,0,0,0,0,0,3,3,9,0,8,7,1,3,8,1,2,0,0,0,0,0,0,0,6,2,15,0,0,1,1,0,0,0,0,2,0,0,0,0,3,0,20,0,11,0,1,1,0,111,20,0,0,3,26,47,11,1,0,124,1,0,0,3,0,0,13,1,0,0,0,0,44,102,17,0,3,56,2,16,39,0,0,3,0,0,0,28,41,0,1,6,0,29,1,0,3,0,20,3,1,153,12,22.1,11.0,1041.7,8.9,7.8,12,18.1,28.0,17.1,0.0,1.2,1
1,18,Saturday,6,562,0,1,11,0,98,0,0,0,0,0,4,8,0,0,0,0,0,0,5,2,1,0,0,0,2,2,3,0,9,4,1,0,12,3,5,0,0,0,0,0,0,0,14,1,12,0,1,1,3,0,0,0,0,0,0,0,1,0,3,0,24,0,15,0,1,1,0,120,9,1,0,1,4,35,16,3,0,105,3,1,0,0,0,2,10,1,0,0,0,0,50,116,15,2,3,46,4,13,32,0,0,2,0,0,0,16,38,0,0,1,0,41,4,0,1,0,28,4,0,135,8,30.9,27.3,1013.0,4.8,14.5,26,40.0,37.4,17.1,0.42,1.2,1
1,19,Sunday,7,503,1,3,8,0,83,0,1,2,0,0,1,11,0,0,1,0,0,0,2,1,0,0,0,0,1,1,7,0,9,4,0,0,9,2,8,0,0,0,0,0,0,0,9,0,10,0,0,1,6,0,0,0,0,1,0,0,0,0,4,0,14,0,13,0,0,0,0,105,10,0,0,0,1,28,18,0,0,111,2,1,0,3,0,0,10,0,0,0,0,0,40,114,11,0,1,44,0,13,22,0,0,5,0,0,0,32,30,0,0,2,0,37,0,0,2,0,11,1,0,120,17,10.2,1.1,1024.2,9.6,14.9,25.1,35.0,19.9,3.0,0.04,1.2,1
1,20,Monday,1,619,0,4,9,0,93,2,2,2,0,0,5,2,1,0,0,0,0,0,6,1,1,0,0,0,2,2,3,0,7,2,1,0,12,3,8,0,0,0,0,0,0,0,7,4,11,0,0,8,1,0,0,0,0,0,0,0,0,0,3,0,28,1,18,0,3,0,0,118,17,0,0,0,1,40,20,0,0,148,1,0,0,4,0,1,13,0,0,1,0,0,48,107,20,0,1,49,4,11,40,0,0,5,0,0,0,26,56,0,1,3,0,49,1,0,5,0,22,2,1,152,16,23.0,14.1,1035.7,9.7,6,11.1,999.9,32.0,17.1,0.0,1.2,1
1,21,Tuesday,2,584,0,1,11,0,76,1,1,0,0,0,3,0,1,0,0,0,1,0,4,4,0,0,0,2,2,0,3,0,10,5,1,0,18,1,4,1,0,0,0,0,0,0,9,2,10,0,0,3,1,0,0,0,0,0,0,0,0,0,3,0,24,0,18,1,1,0,1,135,16,0,0,5,24,32,18,0,0,112,0,0,0,0,0,0,10,1,0,2,0,0,44,95,23,1,2,47,2,20,43,0,0,3,0,0,0,23,39,0,1,3,0,52,2,0,1,0,22,4,0,147,9,23.6,15.4,1037.4,10.0,6.5,12,999.9,30.9,17.1,0.0,999.9,0
1,22,Wednesday,3,633,0,4,9,0,98,0,1,1,1,1,3,2,1,0,0,0,0,0,2,0,0,0,0,2,2,0,2,0,12,3,2,2,13,0,3,1,0,0,0,0,0,0,5,1,8,0,0,2,3,0,0,0,0,2,0,1,0,0,6,0,31,1,22,0,1,0,0,134,18,0,0,4,25,49,20,1,0,118,0,0,0,1,0,0,11,1,0,1,0,0,61,128,26,1,2,51,4,18,50,0,0,4,1,1,0,22,41,0,0,15,0,43,0,0,1,0,27,6,0,119,11,28.2,19.4,1026.5,9.9,10.3,15,24.1,35.1,24.1,0.0,999.9,0
1,23,Thursday,4,592,1,8,13,0,81,0,0,2,1,2,5,3,1,0,0,0,0,0,4,3,0,0,0,0,7,0,6,0,18,9,0,2,18,1,5,0,0,0,0,0,0,0,4,5,11,0,0,3,6,0,1,0,0,0,0,1,0,0,2,0,21,1,11,0,0,0,0,122,16,0,0,4,15,31,17,1,0,111,1,1,0,4,0,0,10,0,0,1,0,0,48,105,25,0,1,37,2,25,43,0,0,4,0,0,0,12,57,0,0,6,1,38,1,0,5,0,31,4,0,137,9,32.5,26.4,1020.0,4.8,8.3,12,19.0,35.1,30.0,0.01,1.2,1
1,24,Friday,5,657,1,2,6,0,95,0,2,2,0,0,5,4,0,0,0,0,0,0,4,0,0,0,0,0,3,0,2,0,13,5,2,0,17,3,3,0,0,0,0,0,0,0,13,3,12,0,0,4,2,0,1,0,0,0,0,0,0,0,5,0,33,0,12,0,2,0,0,143,24,0,0,3,21,42,11,2,0,140,2,1,0,1,0,1,9,1,0,0,0,0,49,100,22,0,0,62,4,22,49,0,0,4,0,2,0,19,34,0,0,13,0,49,2,0,8,0,23,1,1,172,20,36.1,34.7,1013.4,2.5,4.8,9.9,999.9,39.0,34.0,0.16,1.2,1
1,25,Saturday,6,663,0,4,14,0,102,0,1,1,0,0,4,16,1,0,0,0,0,0,8,3,0,0,0,0,0,2,9,0,14,9,8,0,11,1,3,1,0,0,0,0,0,0,5,0,3,0,1,7,6,0,0,0,0,1,0,0,1,0,3,0,25,1,16,0,2,0,0,134,24,0,0,0,0,49,16,0,0,132,8,1,0,1,0,0,13,0,0,0,0,0,43,129,28,1,0,48,4,14,55,0,0,4,0,3,2,16,52,0,0,5,0,52,7,0,6,0,25,4,0,142,22,34.1,33.2,1010.2,4.1,7.9,12,20.0,37.9,33.1,0.3,999.9,1
1,26,Sunday,7,606,0,4,17,0,101,0,0,0,1,0,3,8,2,0,0,0,1,0,4,0,0,0,0,0,1,2,5,0,13,4,5,0,12,2,2,0,0,0,0,0,0,0,6,0,9,0,1,4,5,0,2,0,1,0,0,0,1,0,2,0,27,2,7,0,0,0,0,112,13,0,0,0,1,35,15,0,0,163,2,0,0,2,0,1,8,0,0,0,0,0,44,128,16,1,2,50,8,22,38,0,0,4,1,1,0,23,32,0,0,6,0,42,9,0,2,0,26,3,0,127,20,32.2,28.8,1013.8,8.1,9.9,13,19.0,34.0,28.9,0.05,999.9,1
1,27,Monday,1,697,1,3,9,0,102,0,2,1,1,0,2,2,0,0,0,0,0,0,3,1,0,0,0,1,6,4,8,0,13,5,1,0,9,1,4,0,0,0,0,0,0,0,8,2,10,0,0,7,3,0,0,0,0,1,0,1,1,0,1,0,43,3,18,0,3,0,0,153,15,0,0,2,20,56,22,0,0,138,1,0,0,0,0,1,5,0,0,0,0,0,53,132,23,0,1,56,4,14,68,0,0,4,0,0,0,23,43,0,0,6,0,59,1,0,3,0,13,4,0,171,18,31.1,26.8,1015.0,7.3,6,8.9,999.9,36.0,28.0,0.0,999.9,0
1,28,Tuesday,2,681,2,5,11,0,90,1,0,1,0,1,3,4,1,0,0,0,0,0,6,2,0,0,0,1,6,0,11,0,13,10,0,2,16,6,2,0,0,0,1,0,0,0,10,2,9,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,28,1,21,0,1,0,0,145,12,0,0,2,19,54,20,0,0,134,1,0,0,0,0,0,10,0,0,3,0,0,46,121,31,0,1,53,4,19,48,0,0,5,0,3,0,18,49,0,0,11,0,48,0,0,5,0,39,0,1,158,18,32.8,26.6,1019.6,9.3,4.7,7,999.9,35.1,32.0,0.0,999.9,1
1,29,Wednesday,3,620,0,2,10,0,71,0,2,2,0,2,5,3,2,0,0,0,0,0,4,3,0,0,0,0,7,0,12,0,11,6,3,0,17,0,5,0,0,0,0,0,0,0,8,2,10,0,0,4,1,0,0,0,0,2,0,1,0,0,2,0,29,0,14,0,2,0,0,126,17,0,0,3,17,45,18,1,0,137,0,1,0,2,0,0,8,0,0,0,0,0,52,90,27,0,1,55,1,23,51,0,0,7,0,0,0,13,43,0,2,9,0,48,1,0,6,0,20,4,0,155,11,31.7,24.6,1022.5,8.8,3,7,999.9,34.0,30.0,0.0,999.9,1
1,30,Thursday,4,619,1,1,16,0,73,0,0,0,0,1,4,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,3,0,10,7,0,0,14,1,2,0,0,0,0,0,0,0,9,4,9,0,0,1,4,0,0,0,0,0,0,0,2,0,4,0,28,1,23,0,3,0,0,134,19,0,0,5,15,51,17,0,0,128,4,0,0,0,0,0,12,0,0,2,0,1,49,98,22,1,2,68,1,19,41,0,0,4,0,0,0,25,51,0,0,5,0,46,1,0,3,0,25,2,0,145,10,32.7,23.7,1023.8,8.9,3.3,8,999.9,34.0,30.9,0.09,999.9,1
1,31,Friday,5,709,1,5,17,0,120,0,0,1,0,1,5,8,1,0,0,0,0,0,4,3,2,0,0,0,2,1,8,0,13,7,2,0,12,0,1,0,0,0,0,0,0,0,11,6,2,0,0,4,2,0,0,0,0,1,0,0,0,0,5,0,25,3,23,0,2,0,0,134,22,0,0,2,3,57,23,1,0,144,2,0,0,2,0,1,14,0,0,2,0,0,48,128,24,1,1,66,3,22,61,0,0,8,0,0,0,22,53,0,0,8,0,45,0,0,6,0,29,2,2,165,15,33.6,27.3,1022.4,6.4,4.9,8,999.9,37.0,30.9,0.0,999.9,1
2,1,Saturday,6,810,1,0,8,1,140,1,0,1,0,0,4,10,0,0,1,0,0,0,8,0,0,0,0,0,3,1,9,1,13,3,2,0,9,1,2,0,0,0,0,0,0,0,11,3,9,0,0,3,8,0,0,0,1,0,0,1,0,0,6,0,38,4,17,0,2,0,0,177,24,0,0,4,2,53,18,1,0,179,4,0,0,7,1,0,10,0,0,2,0,0,56,139,27,0,2,81,9,18,89,0,0,6,1,0,1,29,38,0,0,10,0,49,1,1,8,0,22,10,1,189,21,34.8,30.6,1015.5,6.1,9,17.1,25.1,37.9,33.1,0.04,999.9,1
2,2,Sunday,7,666,1,1,13,0,108,0,1,3,0,0,5,13,1,0,0,0,1,0,1,2,0,0,0,1,3,0,8,0,6,7,1,0,8,3,6,0,0,0,0,0,0,0,5,0,10,0,0,3,3,0,0,0,1,0,0,1,0,0,2,0,25,2,13,0,0,0,0,157,18,0,0,0,4,55,13,2,0,146,2,1,0,3,0,0,7,0,0,0,0,2,50,176,20,0,1,80,1,8,32,0,0,3,1,0,1,20,35,0,1,3,0,37,1,0,3,0,27,0,1,144,17,41.7,31.3,1003.1,10.0,14.1,20,31.1,54.0,34.0,0.0,999.9,0
2,3,Monday,1,745,1,10,16,0,117,1,0,0,0,1,4,5,0,0,0,0,0,0,6,1,0,0,0,0,1,2,9,0,11,10,1,0,8,3,2,2,0,0,0,0,0,0,6,0,13,0,0,8,3,0,0,0,0,1,0,3,0,0,1,0,29,1,22,0,6,1,0,148,19,0,0,3,21,59,18,0,0,153,1,0,0,0,1,0,13,1,0,2,0,1,55,118,31,1,1,81,4,27,52,0,0,2,0,0,0,26,55,0,0,11,0,45,0,0,1,0,25,3,2,180,23,39.5,31.8,1007.9,10.0,6.2,12,999.9,46.9,30.0,0.0,999.9,0
2,4,Tuesday,2,649,0,2,9,0,83,0,0,0,0,1,3,0,1,0,0,0,0,0,6,2,0,0,0,0,7,1,8,0,14,3,0,0,13,2,1,0,0,0,0,0,0,0,7,1,8,0,0,8,1,0,0,0,0,0,0,3,0,0,4,0,34,1,14,0,7,0,0,139,17,0,0,5,24,50,14,0,0,132,2,1,0,1,0,0,13,0,0,1,0,0,54,112,24,2,0,61,2,13,45,0,0,6,1,0,1,20,60,0,0,10,0,54,1,0,4,0,22,3,0,136,17,36.3,28.1,1013.2,10.0,16.5,24.1,33.0,39.9,32.0,0.0,999.9,0
2,5,Wednesday,3,632,0,4,12,0,82,1,1,1,0,0,4,0,1,0,0,0,0,0,6,0,0,0,0,0,5,0,7,0,10,7,0,0,18,1,5,0,0,0,0,0,0,0,3,2,13,0,1,5,3,0,0,0,0,0,0,1,0,0,2,0,20,2,18,0,3,0,0,136,17,0,0,7,23,45,18,0,0,127,0,1,0,1,1,0,11,0,0,2,0,0,46,106,23,0,3,39,3,17,51,0,0,3,2,0,1,29,46,0,0,5,0,43,2,0,2,0,19,1,0,182,8,30.0,18.5,1020.7,9.1,13.2,19,24.1,32.0,27.0,0.0,999.9,1
