month,day,dow,dow_num,TOTAL_CRIMES,ABANDONED_BUILDING,AIRPORT_OR_AIRCRAFT,ALLEY,ANIMAL_HOSPITAL,APARTMENT,APPLIANCE_STORE,ATHLETIC_CLUB,ATM_AUTOMATIC_TELLER_MACHINE,AUTO,AUTO_BOAT_RV_DEALERSHIP,BANK,BAR_OR_TAVERN,HAIRDRESSERS,BOAT_WATERCRAFT,BOWLING_ALLEY,BRIDGE,CAR_WASH,CEMETARY,CHIAGO_HOUSING_AUTHORIY_PROPERTIES,PLACE_OF_WORSHIP,CLEANING_STORE,CLUB,COIN_OPERATED_MACHINE,COLLEGE_UNIVERSITY,COMMERCIAL_BUSINESS_OFFICE,CONSTRUCTION_SITE,CONVENIENCE_STORE,CREDIT_UNION,CTA_TRAIN_CRIME,CTA_BUS_CRIME,CURRENCY_EXCHANGE,DAY_CARE_CENTER,DEPARTMENT_STORE,DRIVEWAY,DRUG_STORE,FACTORY_BUILDING,FARM,FEDERAL_BUILDING,FIRE_STATION,FOREST_PRESERVE,GANGWAY,GARAGE,GAS_STATION,GOVERNMENT_BUILDING,GROCERY_FOOD_STORE,HALLWAY,HIGHWAY_EXPRESSWAY,HOSPITAL,HOTEL_MOTEL,HOUSE,JAIL,KENNEL,LAKE,LIBRARY,LIQUOR_STORE,MEDICAL_DENTAL_OFFICE,CINEMA,NEWSSTAND,CARE_HOME,OFFICE,OTHER,PARK_PROPERTY,PARKING_LOT,PAWN_SHOP,POLICE_FACILITY_VEHICLE_PARKING_LOT,POOL_ROOM,PORCH,RESIDENCE,RESTAURANT,RETAIL_STORE,SAVINGS_AND_LOAN,PRIVATE_SCHOOL,PUBLIC_SCHOOL,SIDEWALK,SMALL_RETAIL_STORE,SPORTS_ARENA_STADIUM,STAIRWELL,STREET,TAVERN_PUB,TAXI_CAB,TRUCKING_TERMINAL,VACANT_LOT,VEHICLE_DELIVERY_TRUCK,VEHICLE_RIDE_SERVICE_EG_UBER_LYFT,VEHICLE_NON_COMMERCIAL,VEHICLE_COMMERCIAL,VESTIBULE,WAREHOUSE,YARD,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED_CARRY_LICENSE_VIOLATION,CRIM_SEXUAL_ASSAULT,CRIMINAL_DAMAGE,CRIMINAL_SEXUAL_ASSAULT,CRIMINAL_TRESPASS,DECEPTIVE_PRACTICE,HOMICIDE,HUMAN_TRAFFICKING,INTERFERENCE_WITH_PUBLIC_OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR_LAW_VIOLATION,MOTOR_VEHICLE_THEFT,NARCOTICS,NON_CRIMINAL,OBSCENITY,OFFENSE_INVOLVING_CHILDREN,OTHER_NARCOTIC_VIOLATION,OTHER_OFFENSE,PROSTITUTION,PUBLIC_INDECENCY,PUBLIC_PEACE_VIOLATION,RITUALISM,ROBBERY,SEX_OFFENSE,STALKING,THEFT,WEAPONS_VIOLATION,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
2,6,Thursday,4,555,0,3,3,0,81,0,0,1,0,0,4,2,0,0,0,0,0,0,4,1,0,0,0,1,2,0,3,0,9,2,1,1,14,1,4,0,0,0,0,0,0,0,16,2,10,0,0,4,2,0,0,0,0,1,0,3,0,0,4,0,32,1,13,0,2,0,0,127,21,0,0,3,11,33,15,1,0,100,2,0,0,1,0,0,12,0,0,1,0,0,37,98,21,1,1,46,1,15,42,0,0,3,0,1,0,16,44,0,0,4,0,41,1,1,4,0,24,3,1,142,7,28.6,23.2,1006.3,4.1,11.4,18.1,27.0,30.9,27.0,0.05,3.1,1
2,7,Friday,5,694,0,4,11,0,95,1,2,2,1,0,3,5,1,0,0,0,1,0,5,1,0,0,0,3,3,1,7,0,10,8,0,0,17,2,2,0,0,0,0,0,0,0,8,2,13,0,0,5,5,0,0,0,0,1,0,1,0,0,1,0,26,4,21,0,2,1,0,138,17,1,0,3,15,44,22,1,0,159,3,0,0,1,0,1,13,1,0,0,0,2,58,119,22,1,0,58,5,23,60,0,0,5,0,0,1,16,51,0,0,7,0,54,0,0,2,0,23,4,0,164,17,29.7,18.1,1006.8,8.5,7.8,12,999.9,37.0,21.9,0.05,2.0,1
2,8,Saturday,6,625,1,3,11,0,90,1,0,0,0,0,4,9,2,0,0,0,0,0,5,1,0,0,0,0,3,1,7,0,7,2,1,0,12,1,3,0,0,0,0,0,0,0,14,1,8,0,0,4,4,0,0,0,0,1,0,0,2,0,1,0,16,1,17,0,2,1,0,139,24,0,0,1,3,42,15,0,0,145,2,2,0,1,0,1,13,0,0,0,0,1,42,125,14,2,1,67,4,16,37,0,0,5,1,0,1,32,33,0,0,6,0,43,0,0,1,0,22,3,0,140,24,30.7,20.6,1018.5,9.4,6.1,9.9,999.9,35.1,27.0,0.0,1.2,1
2,9,Sunday,7,564,0,1,10,0,91,1,0,1,0,2,4,12,1,0,1,0,0,0,2,3,0,0,0,0,1,0,3,0,8,1,0,0,10,3,4,0,0,0,0,0,0,0,12,1,10,0,1,2,5,0,0,0,0,1,0,1,0,0,0,0,18,0,15,1,1,0,0,103,22,0,0,3,1,35,17,0,0,136,4,1,0,2,0,0,10,0,0,1,0,5,32,132,30,0,1,49,6,16,30,0,0,6,0,1,0,21,34,0,0,5,0,31,1,0,3,0,22,2,0,120,13,29.9,23.6,1022.6,8.1,9,15.9,28.0,37.0,23.0,0.0,1.2,1
2,10,Monday,1,630,4,3,10,1,89,0,2,2,0,0,3,2,0,0,0,0,0,0,3,3,0,0,0,2,4,0,9,0,12,7,2,0,13,6,5,0,0,0,0,0,0,0,10,4,2,0,0,7,2,0,0,0,0,0,0,2,1,0,3,0,30,0,16,0,4,0,0,134,10,0,0,6,18,45,14,1,0,125,1,0,0,1,0,0,9,0,0,1,0,0,44,114,24,1,1,55,2,19,54,0,1,4,0,0,0,23,43,0,0,14,0,50,1,0,2,0,27,4,0,132,15,32.0,26.8,1019.2,7.9,7.1,12,17.1,36.0,26.6,0.05,1.2,1
2,11,Tuesday,2,643,1,8,14,0,100,0,3,1,0,0,3,4,0,0,0,0,0,0,3,2,0,0,0,0,4,0,6,0,14,6,0,0,8,2,4,0,0,0,0,0,0,0,4,2,10,0,0,7,2,0,1,0,0,1,0,1,0,0,3,0,42,3,18,0,6,0,0,122,20,0,0,7,24,33,16,0,0,119,2,1,0,2,0,0,7,0,0,1,0,2,45,115,20,0,0,50,4,31,61,0,0,2,2,5,2,22,46,0,0,6,0,45,0,0,8,0,21,1,1,139,15,30.5,22.5,1021.2,7.5,8.8,18.1,27.0,35.1,27.0,0.0,1.2,0
2,12,Wednesday,3,628,1,3,4,0,90,2,3,0,0,1,10,0,0,0,0,0,1,0,7,1,0,0,0,1,4,2,10,0,12,3,1,0,5,1,2,1,0,0,0,0,0,0,3,1,11,0,0,5,2,0,0,0,0,0,0,0,0,0,2,0,27,1,17,0,2,0,0,125,25,0,0,3,23,48,21,1,0,120,3,1,0,6,0,1,10,1,0,1,0,1,66,83,31,0,0,53,3,19,49,0,0,6,0,0,0,17,37,0,0,5,0,48,4,0,2,0,22,7,0,163,11,29.5,21.0,1019.9,8.5,7,12,20.0,36.0,24.1,0.0,1.2,1
2,13,Thursday,4,548,0,5,12,0,86,0,0,0,0,0,5,3,0,0,0,0,0,0,6,0,0,0,0,0,6,1,3,0,13,2,0,1,17,1,7,0,0,0,0,0,0,0,10,3,10,0,1,3,3,0,0,0,0,2,0,1,0,0,1,0,33,1,17,0,2,0,0,107,7,0,0,3,22,22,13,0,0,100,1,2,0,0,1,1,7,0,0,3,0,0,42,94,17,0,0,64,5,19,50,0,0,1,0,0,0,21,36,0,0,5,0,41,0,0,0,0,21,2,0,120,9,24.5,20.0,1018.1,3.3,9.1,18.1,25.1,33.1,10.9,0.2,3.1,1
2,14,Friday,5,586,0,3,13,0,78,0,2,0,0,2,2,5,0,0,0,0,0,0,4,1,1,0,0,2,2,2,6,1,10,5,0,0,13,0,1,1,0,0,0,0,0,0,11,2,11,0,0,4,8,0,1,0,0,0,0,1,2,0,2,0,27,2,15,0,2,1,0,117,26,0,0,2,16,35,22,0,0,107,2,1,0,1,0,1,7,1,0,3,0,0,44,107,17,0,4,51,3,8,58,0,0,1,1,0,0,26,28,0,0,7,0,39,0,0,3,0,20,3,0,157,8,6.3,-5.7,1035.1,10.0,7,12,21.0,14.0,-0.9,0.01,2.0,0
2,15,Saturday,6,596,0,1,6,0,89,1,1,1,0,0,1,15,0,0,0,0,0,0,4,0,0,0,0,0,3,2,9,0,6,4,3,0,17,1,3,0,0,0,0,0,0,0,7,0,12,0,0,1,12,0,1,0,0,0,0,0,0,0,1,0,21,0,15,0,1,1,0,129,27,0,0,0,0,40,22,0,0,122,2,0,0,0,0,1,13,1,0,0,0,2,42,124,14,0,1,73,3,18,36,0,0,2,1,0,1,25,27,0,0,8,0,41,0,0,1,0,17,2,0,143,15,18.6,8.8,1025.7,10.0,12.1,17.1,28.0,33.1,6.1,0.0,2.0,1
2,16,Sunday,7,619,0,1,13,0,105,0,1,2,0,0,3,14,0,0,0,0,1,0,3,1,0,0,0,0,3,0,7,0,5,2,0,0,10,1,5,0,0,0,0,0,0,0,9,0,11,0,0,2,10,0,0,0,0,0,0,0,0,0,2,0,19,1,18,0,0,0,1,124,16,0,0,0,1,42,13,1,0,148,2,1,0,2,0,2,13,0,0,1,0,1,40,142,15,1,0,59,3,21,45,0,0,2,1,0,1,28,30,0,0,5,0,40,0,0,2,0,26,4,2,122,26,29.7,20.9,1020.4,10.0,5,9.9,999.9,44.1,18.0,0.0,1.2,0
2,17,Monday,1,601,1,0,9,0,95,0,2,0,0,2,0,7,0,0,0,0,0,0,2,1,0,0,0,0,6,0,7,0,19,2,2,0,9,1,5,0,0,0,0,0,0,0,9,0,14,0,0,6,4,0,1,0,0,0,0,3,0,0,0,0,22,1,16,0,2,0,0,133,14,0,0,0,1,32,23,2,0,134,1,2,0,1,0,0,7,0,0,0,0,3,47,112,17,0,1,70,3,19,41,0,0,8,1,0,2,19,37,0,0,4,0,45,0,0,4,0,19,2,0,130,16,34.1,26.5,1019.5,8.0,7.7,14,22.0,39.9,28.9,0.0,1.2,1
2,18,Tuesday,2,668,0,5,5,0,98,0,1,1,0,0,4,2,0,0,0,0,1,0,3,2,1,0,0,0,4,1,8,0,18,4,1,3,13,1,2,0,0,0,0,0,0,0,16,1,13,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,23,2,16,0,5,0,0,155,15,0,0,3,25,34,27,0,0,132,0,0,0,1,0,0,7,0,0,0,0,1,52,136,25,0,0,59,3,20,56,0,0,4,0,0,1,20,39,0,0,10,0,41,0,0,3,0,16,3,0,171,8,36.7,30.6,1016.7,6.6,11.2,17.1,27.0,39.0,34.0,0.13,999.9,1
2,19,Wednesday,3,581,0,2,9,0,81,0,2,1,0,0,2,2,1,0,0,0,2,0,6,0,0,0,0,1,8,1,4,0,9,12,0,1,11,0,4,0,0,0,0,0,0,0,4,3,3,0,0,5,6,0,0,0,0,1,0,0,0,0,3,0,22,1,14,0,4,0,0,113,14,0,0,3,24,36,15,1,0,128,1,0,0,0,0,1,14,1,0,1,0,2,49,105,28,0,1,46,1,21,45,0,0,6,0,0,0,24,31,0,0,9,0,31,0,0,1,0,27,4,0,130,19,25.1,8.4,1034.5,10.0,7.6,13,999.9,34.0,17.1,0.0,999.9,0
2,20,Thursday,4,603,0,5,9,0,84,0,0,2,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,6,0,5,0,12,8,2,1,9,1,2,0,0,0,0,0,0,0,4,0,15,0,0,4,5,0,0,0,0,4,0,1,0,0,3,0,24,2,23,0,6,0,0,112,11,0,0,3,21,34,24,1,0,131,0,3,0,1,0,1,13,1,1,1,0,2,36,89,14,1,1,53,3,10,51,0,0,6,0,0,0,27,42,0,0,6,0,61,3,0,1,0,22,3,2,153,16,19.7,-1.7,1039.6,10.0,9.4,13,15.9,25.0,10.9,0.0,999.9,0
2,21,Friday,5,657,0,5,9,0,92,1,4,1,0,1,5,2,1,0,1,0,1,0,3,2,0,0,0,1,4,0,7,0,9,7,0,0,10,2,4,1,0,0,0,0,0,0,11,0,12,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,29,5,20,0,5,0,0,125,15,0,0,7,27,44,10,0,0,148,3,1,0,3,0,0,13,0,0,0,0,1,56,103,27,1,3,60,1,14,37,0,0,8,0,2,1,18,55,0,0,8,0,41,3,0,3,0,34,4,2,157,16,21.9,4.2,1037.2,10.0,9.6,17.1,25.1,37.0,12.0,0.0,999.9,0
2,22,Saturday,6,685,1,4,22,0,108,0,0,0,1,1,3,13,1,0,0,0,0,0,5,1,0,0,0,2,4,1,5,0,4,5,1,1,13,0,3,1,0,0,0,0,0,0,12,1,9,0,0,1,4,0,0,0,0,0,0,1,0,0,2,0,35,2,22,0,1,0,0,130,23,0,0,1,2,45,16,1,0,156,4,0,0,4,0,0,13,0,0,0,0,2,53,153,19,0,0,76,5,17,35,0,0,4,0,0,4,12,43,0,0,5,0,45,0,0,3,0,23,5,1,150,28,35.7,19.1,1025.3,10.0,10.9,15.9,24.1,50.0,26.1,0.0,999.9,0
2,23,Sunday,7,660,0,5,17,0,83,0,2,0,0,0,1,18,0,0,0,0,0,0,2,2,0,0,0,0,5,0,4,0,12,5,0,0,14,0,2,0,0,0,0,0,0,0,9,1,9,0,0,4,4,0,0,0,0,0,0,1,0,0,1,0,17,5,18,0,2,0,0,141,20,0,0,0,0,41,16,2,0,181,1,0,0,2,0,0,11,0,0,0,0,0,55,143,24,0,0,82,3,20,31,0,0,6,0,0,0,21,38,0,1,11,1,33,0,0,6,0,26,2,1,124,30,42.1,26.5,1016.6,10.0,10.2,15,22.9,55.9,33.1,0.0,999.9,0
2,24,Monday,1,601,2,4,16,0,87,0,0,1,0,2,3,2,1,0,0,0,0,0,1,0,0,0,0,1,7,1,3,0,10,7,0,2,16,3,3,1,0,0,0,0,0,0,5,1,6,0,0,5,6,0,0,0,0,0,0,0,0,1,1,0,24,6,18,0,4,0,0,114,14,0,0,5,21,35,17,0,0,128,1,0,0,3,0,0,7,0,0,2,0,0,35,107,21,0,0,49,3,25,37,0,0,1,1,1,0,27,40,0,0,4,0,49,0,0,5,0,18,0,2,162,13,41.4,29.5,1012.9,10.0,7.9,13,999.9,50.0,37.9,0.0,999.9,1
2,25,Tuesday,2,517,0,3,5,0,95,1,1,0,0,1,3,0,1,0,0,0,0,0,2,2,1,0,0,0,2,0,3,0,10,5,1,1,13,0,1,0,0,0,0,1,0,0,8,2,6,0,0,10,2,0,0,0,0,0,0,1,1,0,1,0,18,0,7,0,2,1,0,112,17,1,0,1,16,35,16,0,0,95,1,0,0,0,0,0,7,0,0,2,0,0,43,100,19,0,0,50,2,24,43,0,0,0,0,0,0,15,33,0,0,6,0,37,0,0,3,0,18,3,0,113,7,37.7,31.3,1013.0,8.7,15.8,22,33.0,39.9,33.1,0.0,999.9,1
2,26,Wednesday,3,602,0,4,9,0,100,0,0,0,1,2,5,1,0,0,0,0,0,0,3,0,0,0,0,1,5,0,7,0,13,7,1,0,13,3,4,0,0,0,0,0,0,0,6,2,6,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,25,0,17,0,1,0,0,121,14,0,0,0,25,35,20,0,0,123,2,1,0,1,0,0,14,1,0,0,0,2,55,107,20,1,0,62,5,16,57,0,0,5,0,1,2,27,49,0,0,8,0,40,0,0,2,0,17,6,1,109,8,31.2,27.0,1018.7,4.5,15.2,21,29.9,33.8,28.0,0.03,2.0,1
2,27,Thursday,4,565,0,3,7,0,93,0,0,1,0,3,1,2,0,0,0,0,0,0,2,1,0,0,0,2,4,1,6,0,8,4,2,0,9,1,4,0,0,0,0,0,0,0,8,0,5,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,27,3,19,0,1,0,0,104,13,0,1,7,26,26,19,1,0,133,0,0,0,2,0,0,8,0,0,0,0,0,51,97,21,1,0,43,3,18,51,0,0,2,0,0,0,20,39,0,0,2,0,44,4,0,2,0,16,3,1,127,20,27.1,13.5,1019.4,9.9,11.1,18.1,26.0,30.9,24.1,0.0,1.2,1
2,28,Friday,5,658,0,2,13,0,106,1,1,0,0,4,3,9,0,0,0,0,0,0,5,2,0,0,0,0,5,2,7,0,9,6,0,0,10,2,2,0,0,1,0,0,0,0,5,1,5,0,0,4,4,0,0,0,0,1,0,0,0,0,6,0,36,1,19,0,5,0,0,113,21,0,0,3,20,50,13,1,0,144,2,0,0,0,0,0,10,1,0,0,0,0,53,116,20,0,0,64,2,26,53,0,0,5,0,0,0,31,45,0,0,11,0,39,5,0,5,0,20,2,0,145,16,23.6,8.6,1018.8,10.0,8.3,14,21.0,30.0,18.0,0.0,1.2,0
2,29,Saturday,6,588,1,0,13,1,81,0,1,4,0,1,4,20,1,0,0,0,1,0,4,1,0,0,0,0,5,2,3,0,6,6,0,1,11,1,2,0,0,0,0,0,0,0,9,0,14,0,0,1,7,0,0,0,0,0,0,0,1,1,6,0,22,0,13,0,0,0,0,114,13,0,0,2,2,36,14,0,0,150,1,0,0,0,0,1,8,1,0,0,0,1,48,115,14,0,0,61,2,17,40,0,1,4,0,0,1,20,43,0,0,8,0,38,0,0,3,0,21,1,0,132,18,25.3,5.2,1023.0,10.0,8.3,13,14.0,35.1,16.0,0.0,1.2,0
3,1,Sunday,7,746,2,5,23,0,124,0,1,2,0,1,2,8,1,0,0,0,0,0,2,3,0,0,0,0,3,1,4,0,11,4,0,0,5,0,6,0,0,0,0,0,0,0,11,0,10,0,1,1,7,0,0,0,0,1,0,0,0,0,2,0,28,0,21,0,2,0,0,161,18,0,0,1,5,48,11,0,0,183,2,0,0,3,0,2,13,0,1,0,0,1,46,147,15,2,0,103,14,10,70,0,0,2,0,0,0,24,41,0,0,18,0,58,0,0,4,0,17,11,2,137,21,40.1,26.8,1014.0,10.0,10.8,17.1,28.0,57.9,30.0,0.0,999.9,0
3,2,Monday,1,603,0,5,5,0,85,0,0,0,0,0,1,2,1,0,0,0,0,0,3,2,0,0,0,0,3,0,4,0,11,4,1,3,9,1,2,1,0,0,0,0,0,0,10,1,9,0,0,2,4,0,0,0,0,0,0,1,0,0,7,0,20,2,15,0,4,0,0,132,15,0,0,6,22,42,15,1,0,133,0,0,0,2,0,0,9,1,0,0,1,0,52,103,14,1,0,66,5,14,54,0,0,7,2,1,1,17,31,0,0,4,1,43,0,0,4,0,15,2,0,144,19,45.4,34.1,1007.2,10.0,6.2,9.9,19.0,53.1,35.1,0.0,999.9,0
3,3,Tuesday,2,637,0,5,8,0,108,0,0,0,0,0,4,3,0,0,0,0,0,0,4,0,1,0,0,0,4,1,9,0,6,3,1,1,13,2,2,0,0,0,1,0,0,0,7,2,7,0,0,5,2,1,0,0,0,0,0,0,0,0,6,0,25,2,13,0,5,0,0,152,13,0,0,2,21,34,19,1,0,128,1,0,0,3,0,1,8,0,0,1,0,0,60,107,24,1,0,59,5,23,66,0,0,4,0,0,0,18,40,0,0,8,0,40,0,0,0,0,7,1,0,152,20,39.2,29.4,1004.0,9.8,9.8,22,32.1,50.0,32.0,0.0,999.9,0
3,4,Wednesday,3,624,0,5,12,0,101,0,0,1,0,4,4,4,0,0,0,0,0,0,6,1,1,0,0,2,11,0,5,0,8,6,0,1,10,3,4,0,1,0,0,0,0,0,16,1,6,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,21,1,15,0,2,0,0,129,20,0,0,1,26,38,10,0,0,123,1,1,0,1,0,2,7,2,0,1,0,1,68,109,17,0,0,57,1,17,54,1,0,3,0,2,1,13,42,0,0,7,0,51,1,0,2,0,23,3,1,144,6,41.6,26.3,1012.1,9.8,8,13,20.0,48.9,36.0,0.01,999.9,1
3,5,Thursday,4,589,1,6,12,0,79,0,0,1,1,1,5,2,1,0,0,0,0,0,10,1,0,0,0,0,4,1,4,0,11,2,1,1,12,2,1,1,0,0,0,0,0,0,13,0,11,0,0,3,2,0,0,0,0,1,0,2,0,0,3,0,21,1,13,0,6,0,0,120,15,0,0,0,23,38,22,0,0,117,1,0,0,3,0,0,9,1,0,0,0,0,49,110,15,1,0,59,2,10,43,1,0,8,0,0,1,20,39,0,0,8,0,42,6,0,5,0,12,4,0,139,13,42.1,25.2,1016.3,10.0,10.6,24.1,35.0,52.0,33.1,0.02,999.9,0
3,6,Friday,5,707,0,3,22,0,105,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,7,1,4,0,4,2,1,0,10,2,2,0,0,0,0,0,0,0,13,3,13,0,0,8,4,0,1,1,0,2,0,0,0,0,2,0,20,4,18,0,4,1,0,167,18,0,0,6,24,37,16,0,0,152,1,1,0,3,0,0,14,0,0,2,0,1,54,138,23,1,0,66,5,18,56,0,0,4,0,0,1,32,42,0,0,9,0,52,0,0,6,0,21,3,1,153,20,36.1,24.9,1023.1,9.6,16.2,24.1,34.0,45.0,32.0,0.0,999.9,1
3,7,Saturday,6,589,0,1,9,0,90,1,2,1,0,1,5,11,0,0,0,0,0,0,2,0,0,0,0,0,3,2,5,0,12,6,0,0,10,0,3,0,0,0,0,0,0,0,9,0,9,0,0,2,7,0,0,0,0,0,0,0,1,0,1,0,20,0,11,0,1,0,0,121,14,0,0,1,0,36,14,0,0,159,0,1,0,1,0,0,14,0,0,1,0,2,44,136,20,0,0,65,7,15,37,0,0,5,0,0,1,15,24,0,0,4,0,36,4,0,4,0,26,1,0,121,22,35.0,21.4,1033.1,10.0,7.4,15,27.0,52.0,23.0,0.0,999.9,0
3,8,Sunday,7,639,0,4,20,1,97,0,0,0,0,0,4,8,1,0,0,0,0,0,4,5,0,0,0,0,5,0,8,0,15,3,0,0,5,0,2,0,0,0,0,0,0,0,6,0,5,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,22,4,19,0,0,0,0,133,18,0,0,1,4,43,11,1,0,155,1,1,0,0,0,1,17,0,0,0,0,0,57,148,19,1,0,75,6,16,25,0,0,6,0,0,0,21,40,0,1,2,0,37,0,0,3,0,17,1,1,135,26,49.8,23.8,1024.1,10.0,14.7,20,32.1,66.0,39.9,0.0,999.9,0
3,9,Monday,1,572,0,1,5,0,96,0,2,0,0,0,1,4,0,0,0,0,0,0,4,0,0,0,0,0,3,2,6,0,11,5,1,0,9,1,1,0,0,0,0,0,0,0,4,3,6,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,16,1,12,0,4,0,0,138,13,0,0,1,18,41,19,0,0,125,0,0,0,2,0,0,6,0,0,1,0,0,48,124,21,0,0,49,3,12,34,0,0,1,1,0,0,24,33,0,0,12,0,40,3,0,1,0,18,3,1,127,16,54.1,38.9,1018.0,9.1,14.2,20,35.0,62.1,46.9,0.01,999.9,1
3,10,Tuesday,2,565,0,3,12,0,70,0,2,0,0,0,1,1,0,0,0,0,1,0,7,2,0,0,0,0,6,0,8,0,6,2,1,0,11,1,6,0,0,0,0,1,0,0,9,2,7,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,26,1,13,0,4,0,0,115,16,0,0,0,22,40,17,0,0,130,0,0,0,2,0,0,7,1,0,1,1,0,49,106,14,1,0,48,5,14,38,0,0,5,0,0,1,25,43,0,0,7,0,45,4,0,1,0,9,2,2,130,15,43.9,39.2,1020.7,8.2,10.4,19,32.1,55.0,36.0,0.86,999.9,1
3,11,Wednesday,3,591,0,2,8,0,97,0,1,0,0,2,5,3,1,0,0,0,0,0,4,0,1,0,0,0,8,1,8,0,9,4,2,3,8,1,2,0,0,0,0,0,0,0,15,0,13,0,0,6,4,0,0,0,0,1,0,4,0,0,0,0,17,2,20,0,1,0,0,106,15,0,0,7,25,28,22,0,0,119,0,1,0,1,1,0,7,0,0,2,0,1,63,101,15,0,0,59,3,16,37,0,0,2,0,0,1,17,40,0,0,4,0,46,0,0,3,0,12,2,1,158,10,38.5,31.0,1019.6,7.9,5,8.9,999.9,44.1,34.0,0.0,999.9,1
3,12,Thursday,4,633,1,1,12,0,104,0,0,1,0,0,1,3,0,0,0,0,0,0,3,1,0,0,0,2,10,0,10,0,13,5,3,0,9,0,5,0,0,0,0,0,0,0,10,2,11,0,1,2,1,0,0,0,0,2,0,0,0,0,3,0,19,1,13,0,5,0,0,129,12,0,0,4,19,45,17,0,0,132,2,1,0,2,2,0,9,1,0,0,0,0,60,134,16,0,0,60,4,25,46,0,0,5,0,0,0,21,49,0,0,6,0,54,0,0,9,0,12,2,0,117,13,44.6,34.7,1010.8,8.0,7.5,12,22.0,55.9,36.0,0.0,999.9,0
3,13,Friday,5,676,0,0,18,0,94,1,0,1,1,1,3,5,2,0,0,0,0,0,6,0,0,0,0,0,5,1,9,0,9,4,1,2,13,2,1,1,0,0,0,0,0,0,8,2,9,0,0,1,2,0,0,0,0,0,0,2,0,0,7,0,22,3,28,1,4,0,0,130,21,0,0,6,20,48,16,0,0,144,2,1,0,1,0,1,15,0,0,0,0,3,52,130,24,0,0,81,5,14,47,0,0,4,1,0,2,24,46,0,0,3,0,41,0,0,2,0,28,2,1,147,18,43.4,26.9,1018.1,9.6,14.8,21,28.9,55.0,34.0,0.0,999.9,1
3,14,Saturday,6,618,0,1,11,0,102,0,0,1,0,0,0,19,1,0,0,0,0,0,5,2,0,0,1,0,1,1,5,0,6,6,1,0,9,3,1,1,0,0,0,0,0,0,9,0,5,0,0,4,9,0,0,0,0,0,0,2,0,0,3,0,14,1,18,0,2,0,0,123,21,0,0,0,0,24,17,0,0,170,2,1,0,2,0,0,11,0,0,2,0,0,52,153,18,1,0,60,5,16,29,0,0,5,0,1,1,38,35,0,0,4,0,29,0,0,5,0,14,5,1,124,19,38.7,21.6,1032.0,9.5,9.5,15.9,20.0,45.0,33.1,0.0,999.9,1
3,15,Sunday,7,592,0,2,9,0,104,1,0,1,0,0,1,13,0,0,0,0,0,0,2,0,2,0,0,0,1,2,7,0,4,3,1,0,6,2,1,0,0,0,0,0,0,0,9,1,9,0,0,2,5,0,0,0,0,0,0,0,0,0,2,0,18,2,17,0,3,0,0,154,12,0,0,1,2,30,11,0,0,137,0,1,0,1,0,0,9,0,0,2,0,0,47,152,27,1,0,68,3,16,41,0,0,1,0,0,0,16,22,0,0,6,0,35,0,0,3,0,16,7,1,115,14,35.3,25.3,1036.7,9.9,10.3,14,18.1,39.0,33.1,0.0,999.9,1
3,16,Monday,1,531,0,2,9,1,82,2,0,0,0,2,3,3,1,0,0,0,1,0,3,1,0,0,1,0,8,1,11,0,9,3,1,0,7,1,1,1,0,0,0,0,0,0,11,1,15,0,0,2,2,0,0,0,0,3,0,2,0,0,4,0,19,0,14,0,4,0,0,105,14,0,0,0,10,29,16,0,0,106,0,1,0,0,0,1,10,1,0,2,0,2,50,101,17,0,0,53,1,11,48,0,0,4,0,0,1,20,29,0,0,6,1,36,0,0,1,0,13,4,1,118,12,36.0,30.4,1029.3,8.6,5.5,8.9,999.9,41.0,32.0,0.0,999.9,1
3,17,Tuesday,2,576,0,3,20,1,101,0,0,1,0,1,1,2,0,0,0,0,0,0,2,1,0,0,0,0,3,3,1,0,7,2,1,0,9,2,4,1,0,0,0,0,0,0,4,2,14,0,0,2,3,0,1,0,0,1,0,0,0,0,1,0,18,2,16,0,0,0,0,112,4,0,0,0,3,46,19,0,0,147,0,0,0,0,0,1,8,0,0,0,0,2,48,112,14,0,0,64,2,17,48,2,0,3,0,1,0,21,29,0,0,5,0,43,0,1,5,0,21,1,0,117,20,40.6,29.4,1024.3,7.2,7.6,14,999.9,48.0,37.0,0.01,999.9,1
