month,day,ABANDONED_BUILDING,AIRPORT_OR_AIRCRAFT,ALLEY,ANIMAL_HOSPITAL,APARTMENT,APPLIANCE_STORE,ATHLETIC_CLUB,ATM_AUTOMATIC_TELLER_MACHINE,AUTO,AUTO_BOAT_RV_DEALERSHIP,BANK,BANQUET_HALL,BAR_OR_TAVERN,HAIRDRESSERS,BASEMENT,BOAT_WATERCRAFT,BOWLING_ALLEY,BRIDGE,CAR_WASH,CEMETARY,CHIAGO_HOUSING_AUTHORIY_PROPERTIES,PLACE_OF_WORSHIP,CLEANERS_LAUNDROMAT,CLEANING_STORE,CLUB,COACH_HOUSE,COIN_OPERATED_MACHINE,COLLEGE_UNIVERSITY,COMMERCIAL_BUSINESS_OFFICE,CONSTRUCTION_SITE,CONVENIENCE_STORE,CREDIT_UNION,CTA_TRAIN_CRIME,CTA_BUS_CRIME,CURRENCY_EXCHANGE,DAY_CARE_CENTER,DELIVERY_TRUCK,DEPARTMENT_STORE,DRIVEWAY,DRUG_STORE,DUMPSTER,ELEVATOR,EXPRESSWAY_EMBANKMENT,FACTORY_BUILDING,FARM,FEDERAL_BUILDING,FIRE_STATION,FOREST_PRESERVE,FUNERAL_PARLOR,GANGWAY,GARAGE,GAS_STATION,GOVERNMENT_BUILDING,GROCERY_FOOD_STORE,HALLWAY,HIGHWAY_EXPRESSWAY,HORSE_STABLE,HOSPITAL,HOTEL_MOTEL,HOUSE,JAIL,JUNK_YARD_GARBAGE_DUMP,KENNEL,LAGOON,LAKE,LAUNDRY_ROOM,LIBRARY,LIQUOR_STORE,LIVERY_AUTO,LIVERY_STAND_OFFICE,LOADING_DOCK,MEDICAL_DENTAL_OFFICE,CINEMA,NEWSSTAND,CARE_HOME,OFFICE,OTHER,PARK_PROPERTY,PARKING_LOT,PAWN_SHOP,POLICE_FACILITY_VEHICLE_PARKING_LOT,POOL_ROOM,PORCH,PRAIRIE,PUBLIC_GRAMMAR_SCHOOL,PUBLIC_HIGH_SCHOOL,RAILROAD_PROPERTY,RESIDENCE,RESTAURANT,RETAIL_STORE,RIVER,ROOMING_HOUSE,SAVINGS_AND_LOAN,PRIVATE_SCHOOL,PUBLIC_SCHOOL,SEWER,SIDEWALK,SMALL_RETAIL_STORE,SPORTS_ARENA_STADIUM,STAIRWELL,STREET,TAVERN_PUB,TAXI_CAB,TRAILER,TRUCK,TRUCKING_TERMINAL,VACANT_LOT,VEHICLE_DELIVERY_TRUCK,VEHICLE_RIDE_SERVICE_EG_UBER_LYFT,VEHICLE_NON_COMMERCIAL,VEHICLE_COMMERCIAL,VESTIBULE,WAREHOUSE,WOODED_AREA,YARD,YMCA,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED_CARRY_LICENSE_VIOLATION,CRIM_SEXUAL_ASSAULT,CRIMINAL_DAMAGE,CRIMINAL_SEXUAL_ASSAULT,CRIMINAL_TRESPASS,DECEPTIVE_PRACTICE,DOMESTIC_VIOLENCE,HOMICIDE,HUMAN_TRAFFICKING,INTERFERENCE_WITH_PUBLIC_OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR_LAW_VIOLATION,MOTOR_VEHICLE_THEFT,NARCOTICS,NON_CRIMINAL,OBSCENITY,OFFENSE_INVOLVING_CHILDREN,OTHER_NARCOTIC_VIOLATION,OTHER_OFFENSE,PROSTITUTION,PUBLIC_INDECENCY,PUBLIC_PEACE_VIOLATION,RITUALISM,ROBBERY,SEX_OFFENSE,STALKING,THEFT,WEAPONS_VIOLATION
4,30,0,0,5,0,78,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,4,0,2,4,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,13,0,6,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20,0,12,0,0,0,0,0,0,0,0,101,4,0,0,0,1,0,0,0,16,8,0,0,103,1,0,0,0,0,5,0,0,6,0,0,1,0,0,0,0,33,96,15,0,0,51,0,7,42,0,0,0,0,0,1,0,24,7,0,0,6,0,22,0,0,1,0,20,0,0,86,14
4,24,2,1,11,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,4,0,3,3,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,12,0,16,0,1,0,0,0,0,0,0,105,5,0,0,0,0,0,1,0,22,9,0,0,100,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,29,86,18,2,0,61,2,9,40,0,0,0,1,0,2,0,18,4,0,0,7,0,24,0,0,2,0,24,1,0,90,18
4,28,0,0,10,0,110,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,6,6,2,0,0,3,0,4,0,0,0,1,0,0,0,0,0,0,0,5,1,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,0,12,0,4,1,2,0,0,0,0,116,3,0,0,0,0,1,1,0,21,6,0,0,101,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,3,46,99,23,0,0,60,4,14,41,0,0,0,0,1,0,0,27,7,0,0,5,0,24,0,0,1,0,9,3,0,84,12
4,12,1,2,11,0,80,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,2,0,3,0,4,5,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,1,10,0,6,0,0,0,0,0,0,88,2,0,0,0,0,0,1,0,13,2,0,0,98,1,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,31,80,12,0,0,73,2,10,19,0,0,0,0,0,0,0,17,7,0,0,7,0,21,0,0,1,0,18,2,0,71,14
4,23,0,2,10,0,89,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,0,6,4,1,0,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0,8,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,2,17,0,1,0,0,0,0,0,0,98,2,0,0,0,0,0,0,0,20,8,0,0,103,1,0,0,0,0,1,0,1,7,1,0,0,0,1,0,3,40,59,20,0,0,49,1,8,48,0,0,0,1,0,0,0,31,8,0,0,3,0,22,0,0,0,0,19,2,0,110,14
4,5,0,0,12,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,2,0,7,0,7,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3,12,0,0,0,0,0,0,0,0,93,2,0,0,0,0,0,0,0,22,6,0,0,100,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,2,34,100,13,0,0,59,2,10,20,0,0,0,0,0,0,0,21,4,0,0,1,0,28,0,0,3,0,19,1,0,69,17
5,3,0,2,17,0,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,5,0,3,3,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,3,9,0,0,0,1,0,0,0,0,122,6,0,0,0,0,0,1,0,39,8,0,0,120,1,1,0,0,0,2,0,0,6,0,0,1,0,1,0,0,45,127,15,0,0,72,4,2,32,0,0,0,1,1,1,0,21,15,0,0,5,0,26,0,0,2,0,18,2,0,80,19
5,12,1,0,9,0,94,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,8,0,7,5,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,10,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,3,5,0,2,0,0,0,0,0,0,103,5,0,0,0,0,0,1,0,23,8,0,0,117,2,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,44,96,22,0,0,68,0,10,27,0,0,0,1,1,1,0,13,16,0,1,4,0,20,0,0,5,0,15,0,0,89,20
5,8,0,0,13,0,82,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,3,1,1,0,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,12,1,17,0,2,0,0,0,0,0,0,107,6,0,0,0,0,0,1,0,24,11,0,0,107,0,0,0,0,0,1,1,0,5,0,0,2,0,0,0,0,34,91,20,0,0,60,3,10,30,0,0,0,0,0,0,0,22,9,0,0,6,0,27,0,0,0,0,19,4,0,89,19
5,27,0,1,22,0,91,1,0,2,1,1,3,0,1,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,2,0,7,0,10,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14,1,12,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,11,2,17,2,3,0,0,0,0,0,0,126,6,0,0,0,0,0,1,0,43,22,0,0,119,1,0,0,0,0,2,0,1,13,0,0,0,0,0,0,2,57,121,17,0,0,67,2,16,30,0,0,0,1,0,0,0,23,30,0,0,4,0,40,0,0,3,0,28,1,1,98,25
5,6,0,1,18,0,90,0,2,2,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,3,0,2,4,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5,0,8,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,14,2,12,0,4,0,0,0,0,0,0,109,8,0,0,0,0,0,0,0,22,8,0,0,116,0,0,0,0,0,2,0,0,10,0,0,1,0,0,0,0,37,82,16,0,0,62,4,8,34,0,0,0,0,0,0,0,30,14,0,0,4,0,28,0,0,1,0,12,2,0,108,18
5,17,0,2,8,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,7,1,1,0,0,0,0,0,0,109,1,0,0,0,0,0,0,0,23,11,0,0,110,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,1,40,105,17,2,0,92,3,4,14,0,0,0,0,0,0,0,18,6,0,0,4,0,23,0,0,1,0,8,3,0,81,17
5,19,0,2,4,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,4,0,6,1,1,0,0,6,2,4,0,0,0,1,0,0,0,0,0,0,0,12,1,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,7,0,1,0,0,0,0,0,0,139,5,0,0,0,0,0,2,0,20,13,0,0,103,0,0,0,0,0,3,0,0,5,1,0,1,0,0,0,1,45,88,17,0,0,50,6,6,43,0,0,0,0,0,0,0,28,14,0,0,2,0,40,0,0,1,0,10,4,0,102,17
5,13,0,2,18,0,101,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,6,0,7,0,4,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,7,1,11,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,3,13,0,1,0,0,0,0,0,0,118,6,0,0,0,0,0,1,0,28,19,0,0,121,0,1,0,0,0,0,0,0,5,0,0,1,0,1,0,1,47,120,18,0,0,60,4,9,48,0,0,0,1,0,0,0,26,12,0,0,1,0,19,1,0,2,0,17,2,1,100,31
5,9,0,0,12,0,99,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,6,0,7,0,0,0,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,13,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,16,0,0,0,0,0,0,0,0,110,4,0,0,0,0,0,1,0,23,17,0,0,106,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,54,94,14,0,0,68,3,11,19,0,0,0,1,0,0,1,24,15,0,0,1,0,24,0,0,1,0,15,0,1,87,29
5,23,0,1,17,0,86,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,3,0,6,0,4,2,0,1,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,1,1,0,1,0,0,0,0,133,8,0,0,0,0,1,0,0,47,15,0,0,127,2,1,0,0,0,2,0,0,8,0,0,4,0,0,0,5,49,119,17,2,0,72,3,9,35,0,0,0,3,0,0,2,20,24,0,0,8,0,24,1,0,2,0,15,0,0,93,46
5,21,0,1,16,1,86,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,7,0,7,2,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,9,2,11,0,5,0,0,0,0,0,0,121,6,0,0,0,0,1,0,0,27,6,0,0,128,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,1,37,95,22,0,0,50,1,9,46,0,0,0,2,0,0,0,22,27,0,0,5,0,29,0,0,0,0,26,2,1,100,20
5,29,0,3,21,0,84,0,0,0,1,2,2,0,1,1,0,0,0,1,2,0,5,0,0,0,0,0,0,0,9,0,6,0,8,1,1,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,10,2,2,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,27,1,15,1,2,0,0,0,0,0,0,138,6,0,0,0,0,0,2,0,33,12,0,0,148,2,0,0,0,0,1,0,0,13,0,0,0,0,0,0,2,46,121,31,0,0,86,2,8,32,0,0,0,3,1,0,0,28,15,0,0,10,0,30,6,0,7,0,23,0,0,96,29
6,23,0,5,16,1,89,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,4,0,5,5,0,0,0,6,2,7,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,28,6,10,0,1,0,0,0,0,0,0,127,7,0,0,0,0,1,0,0,47,12,0,0,156,0,0,0,0,0,1,0,1,8,0,0,2,0,0,0,2,47,128,21,1,0,72,2,13,41,0,0,0,1,0,1,0,28,10,0,0,2,0,38,0,0,3,0,21,4,0,122,19
6,5,1,1,12,0,96,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,2,4,0,3,4,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,25,3,10,0,1,0,0,0,0,0,0,119,3,0,0,0,0,1,1,0,41,6,0,0,148,0,0,0,0,0,1,0,2,9,1,0,1,0,0,0,0,44,115,17,0,0,66,3,8,32,0,0,0,0,0,0,0,37,14,0,0,5,0,33,0,0,6,0,18,2,1,98,42
6,25,0,1,16,0,107,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,3,3,0,1,0,0,0,0,7,0,4,0,6,4,4,1,0,5,2,5,0,0,0,0,0,0,0,0,0,0,1,12,1,4,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,19,7,11,0,1,0,0,0,0,0,0,140,9,0,0,0,0,0,2,0,43,20,0,0,153,0,0,0,0,0,2,0,0,5,1,0,0,0,0,0,2,78,117,31,1,0,91,7,16,42,0,0,0,1,1,0,0,25,15,0,0,2,0,31,0,0,1,0,20,4,0,111,16
6,13,0,2,9,0,103,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5,1,3,0,3,6,1,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,12,1,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,3,17,0,2,0,0,0,0,0,0,131,5,0,0,0,0,0,1,0,29,9,0,0,114,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,1,61,139,17,0,0,74,2,14,16,0,0,0,1,1,0,0,24,8,0,0,2,0,19,0,0,1,0,15,4,1,84,20
6,4,0,1,12,0,85,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,3,0,4,2,0,0,0,5,2,2,0,0,0,1,0,0,0,0,0,0,0,10,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,15,2,10,0,2,0,0,0,0,0,0,129,5,0,0,0,0,1,2,0,53,9,0,0,134,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,3,57,111,19,1,0,77,2,5,32,0,1,0,1,2,0,0,29,15,0,0,3,0,37,0,0,5,0,18,3,0,70,35
6,7,0,1,12,0,92,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3,0,1,0,1,0,0,3,2,3,0,0,0,2,0,0,0,0,0,0,0,13,0,7,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13,4,7,0,1,0,0,0,0,0,0,124,2,0,0,0,0,0,1,0,50,8,0,0,169,1,0,0,0,0,2,1,0,7,0,0,0,0,0,0,1,57,134,17,1,0,77,3,10,34,0,1,0,1,0,0,0,37,10,0,0,6,0,31,0,0,3,0,14,4,0,76,34
6,1,1,0,22,0,113,0,0,4,1,5,13,0,5,5,0,0,0,0,0,0,5,5,0,1,0,0,0,0,18,1,21,0,3,1,7,1,0,16,0,11,0,0,0,1,0,1,0,0,0,0,0,14,4,20,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,55,3,19,7,3,1,0,0,0,0,0,152,33,0,0,0,0,0,3,0,32,69,2,0,189,9,0,0,0,0,2,1,0,15,1,0,3,0,0,0,11,47,126,129,0,0,152,8,10,76,0,0,0,3,1,0,0,34,13,0,1,11,0,36,0,0,57,0,31,12,1,104,54
7,12,0,2,16,0,80,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,4,0,4,4,1,0,0,5,3,2,0,0,0,1,0,0,0,0,0,0,0,15,1,5,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,21,3,15,0,0,0,0,0,0,0,0,136,10,0,0,0,0,0,2,0,50,14,0,0,173,1,1,0,0,0,2,0,0,8,1,0,0,0,0,0,2,55,152,19,0,0,104,2,10,26,0,0,0,0,0,0,0,31,9,0,0,3,0,17,0,0,2,0,20,4,0,108,30
7,22,0,3,10,0,102,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,4,0,7,0,10,4,0,3,0,5,1,5,0,0,0,2,0,0,0,0,0,0,0,8,5,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13,6,22,0,1,0,0,0,0,0,0,143,10,0,0,0,0,0,6,0,40,21,0,0,143,1,0,0,0,0,2,1,2,8,0,0,1,0,0,0,2,66,102,18,0,0,69,4,11,50,0,0,0,2,1,2,1,32,22,0,0,4,0,39,13,0,4,0,25,3,1,111,27
7,14,2,3,10,0,115,0,0,1,0,2,1,0,2,1,0,0,0,0,0,0,5,1,0,0,0,0,1,0,4,0,3,0,7,4,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,10,1,10,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,4,22,0,1,0,0,0,0,0,0,115,6,0,0,0,0,1,0,0,46,14,0,0,163,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,66,111,19,0,0,62,3,12,43,0,0,0,1,1,0,1,36,16,0,0,8,0,44,0,0,1,0,26,2,0,123,23
7,13,0,3,17,0,117,1,0,0,0,1,2,0,2,0,0,0,0,0,1,0,7,2,0,1,0,0,0,1,3,2,9,0,7,7,0,2,0,5,3,3,0,0,0,1,0,0,0,0,0,0,0,13,0,8,0,0,0,4,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,14,6,29,1,2,0,0,0,0,0,0,144,11,0,0,0,0,0,1,0,42,18,0,0,150,1,0,0,0,0,1,1,1,10,1,0,0,0,0,0,2,71,138,28,0,0,84,3,10,48,0,1,0,2,2,0,0,39,12,0,0,3,0,33,0,0,2,0,16,4,4,134,25
7,19,0,6,16,0,117,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,2,1,5,0,2,6,0,0,0,7,3,1,0,0,0,0,0,0,0,1,0,0,0,12,1,7,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,4,12,0,1,0,0,0,0,0,0,137,9,0,0,0,0,1,2,0,43,14,0,0,167,1,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,64,160,16,1,0,93,3,14,20,0,0,0,1,1,0,1,35,14,0,0,1,0,39,0,0,3,0,21,2,2,105,26
7,1,0,1,19,0,157,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,5,1,4,1,11,3,0,0,0,6,0,2,0,0,0,0,0,2,0,0,0,0,0,10,1,5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,25,3,16,0,0,0,0,0,0,0,0,183,12,0,0,0,0,0,0,0,54,12,0,0,130,0,0,0,0,0,0,0,2,12,0,0,1,0,0,0,3,60,141,21,0,0,83,11,8,72,0,1,0,0,1,2,0,25,8,0,3,20,0,51,0,0,5,0,18,16,0,121,27
7,5,2,0,26,0,121,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,4,0,2,0,5,8,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,6,9,0,2,0,0,0,0,0,0,181,7,0,0,0,0,1,1,0,61,4,1,0,196,1,0,0,0,0,2,0,1,14,1,0,0,0,0,0,1,76,185,24,1,0,98,8,8,26,0,0,0,1,1,0,0,40,25,0,0,4,0,35,9,0,7,0,28,3,0,92,46
7,21,1,6,21,0,104,0,1,1,0,0,4,0,1,0,0,1,0,0,0,1,8,1,0,0,0,0,0,0,2,0,5,0,12,1,1,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,3,15,0,5,1,1,0,0,0,0,152,10,0,0,0,0,2,1,0,39,13,0,0,158,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,2,59,120,19,1,0,86,2,13,69,0,0,1,2,1,0,1,34,17,0,0,4,0,32,6,0,1,0,28,4,0,110,16
8,31,0,3,22,0,109,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2,1,3,0,3,5,1,0,0,13,1,3,0,0,0,0,0,0,0,0,0,0,0,20,3,7,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,30,8,15,0,1,0,0,0,0,0,0,172,6,0,0,0,0,0,1,0,56,14,0,0,167,0,0,0,0,0,2,0,0,8,0,0,2,0,0,0,2,65,154,19,1,0,98,3,18,52,0,0,0,1,0,0,0,25,12,0,0,7,0,40,0,0,3,0,26,2,0,138,28
8,23,0,0,9,0,99,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,3,0,6,0,8,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,0,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,15,4,18,0,1,0,0,0,0,0,0,145,14,0,0,0,0,0,1,0,49,15,0,0,174,0,0,0,0,0,2,0,0,10,1,0,0,0,0,0,2,52,160,24,1,0,97,1,9,20,0,0,0,3,0,0,0,32,10,0,0,4,0,33,0,0,1,0,18,3,1,118,35
8,15,0,0,19,0,103,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,5,0,5,0,5,0,1,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,12,1,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,23,3,16,0,0,0,0,0,0,0,0,145,6,0,0,0,0,1,2,0,37,7,1,0,179,0,0,0,0,0,1,0,1,14,0,0,2,0,0,0,2,59,154,25,0,0,73,1,4,30,0,0,0,4,0,0,1,34,9,0,0,3,0,34,0,0,5,0,20,4,1,117,45
8,2,0,1,15,0,96,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,5,12,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,17,0,1,0,0,0,0,0,0,127,10,0,0,0,0,0,0,0,26,15,0,0,164,0,0,0,0,0,1,0,0,15,0,0,2,0,0,0,0,58,104,18,1,0,92,5,8,25,0,0,0,2,0,1,0,42,16,0,0,6,0,32,0,0,0,0,26,3,1,96,28
8,18,1,1,13,0,100,0,0,1,0,1,5,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,5,0,8,4,0,1,0,5,1,2,0,0,0,1,0,0,1,0,0,0,0,11,2,14,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,1,20,0,1,0,0,0,0,0,0,133,9,1,0,0,0,1,2,0,51,12,0,0,156,0,0,0,0,0,3,0,1,9,1,0,0,0,0,0,6,61,130,21,0,0,78,1,13,52,0,0,0,0,0,0,1,31,16,0,0,6,0,31,0,0,1,0,26,3,0,121,19
8,29,0,1,13,0,102,0,0,0,1,0,2,0,3,2,0,0,0,0,1,0,3,1,0,0,0,0,0,0,2,1,6,0,3,5,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,15,2,24,0,2,0,0,0,0,0,0,154,13,0,0,0,0,1,2,0,56,6,0,0,171,2,0,0,0,0,1,0,2,7,1,0,1,0,1,0,3,62,148,29,1,0,67,5,10,30,0,0,0,2,0,1,2,27,16,0,0,2,0,36,0,0,6,0,14,4,1,132,45
8,8,1,3,15,2,89,0,0,1,0,3,1,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,3,0,5,0,3,2,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,7,0,12,0,0,0,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18,11,18,0,0,0,0,0,0,0,0,148,15,0,0,0,0,0,1,0,62,9,0,0,194,2,0,0,0,0,1,0,0,11,0,0,0,0,0,0,2,51,159,31,0,0,63,4,9,22,0,0,0,0,1,0,3,42,13,0,0,1,0,41,0,0,0,0,31,4,1,133,53
