month,day,ABANDONED_BUILDING,AIRPORT_OR_AIRCRAFT,ALLEY,ANIMAL_HOSPITAL,APARTMENT,APPLIANCE_STORE,ATHLETIC_CLUB,ATM_AUTOMATIC_TELLER_MACHINE,AUTO,AUTO_BOAT_RV_DEALERSHIP,BANK,BANQUET_HALL,BAR_OR_TAVERN,HAIRDRESSERS,BASEMENT,BOAT_WATERCRAFT,BOWLING_ALLEY,BRIDGE,CAR_WASH,CEMETARY,CHIAGO_HOUSING_AUTHORIY_PROPERTIES,PLACE_OF_WORSHIP,CLEANERS_LAUNDROMAT,CLEANING_STORE,CLUB,COACH_HOUSE,COIN_OPERATED_MACHINE,COLLEGE_UNIVERSITY,COMMERCIAL_BUSINESS_OFFICE,CONSTRUCTION_SITE,CONVENIENCE_STORE,CREDIT_UNION,CTA_TRAIN_CRIME,CTA_BUS_CRIME,CURRENCY_EXCHANGE,DAY_CARE_CENTER,DELIVERY_TRUCK,DEPARTMENT_STORE,DRIVEWAY,DRUG_STORE,DUMPSTER,ELEVATOR,EXPRESSWAY_EMBANKMENT,FACTORY_BUILDING,FARM,FEDERAL_BUILDING,FIRE_STATION,FOREST_PRESERVE,FUNERAL_PARLOR,GANGWAY,GARAGE,GAS_STATION,GOVERNMENT_BUILDING,GROCERY_FOOD_STORE,HALLWAY,HIGHWAY_EXPRESSWAY,HORSE_STABLE,HOSPITAL,HOTEL_MOTEL,HOUSE,JAIL,JUNK_YARD_GARBAGE_DUMP,KENNEL,LAGOON,LAKE,LAUNDRY_ROOM,LIBRARY,LIQUOR_STORE,LIVERY_AUTO,LIVERY_STAND_OFFICE,LOADING_DOCK,MEDICAL_DENTAL_OFFICE,CINEMA,NEWSSTAND,CARE_HOME,OFFICE,OTHER,PARK_PROPERTY,PARKING_LOT,PAWN_SHOP,POLICE_FACILITY_VEHICLE_PARKING_LOT,POOL_ROOM,PORCH,PRAIRIE,PUBLIC_GRAMMAR_SCHOOL,PUBLIC_HIGH_SCHOOL,RAILROAD_PROPERTY,RESIDENCE,RESTAURANT,RETAIL_STORE,RIVER,ROOMING_HOUSE,SAVINGS_AND_LOAN,PRIVATE_SCHOOL,PUBLIC_SCHOOL,SEWER,SIDEWALK,SMALL_RETAIL_STORE,SPORTS_ARENA_STADIUM,STAIRWELL,STREET,TAVERN_PUB,TAXI_CAB,TRAILER,TRUCK,TRUCKING_TERMINAL,VACANT_LOT,VEHICLE_DELIVERY_TRUCK,VEHICLE_RIDE_SERVICE_EG_UBER_LYFT,VEHICLE_NON_COMMERCIAL,VEHICLE_COMMERCIAL,VESTIBULE,WAREHOUSE,WOODED_AREA,YARD,YMCA,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED_CARRY_LICENSE_VIOLATION,CRIM_SEXUAL_ASSAULT,CRIMINAL_DAMAGE,CRIMINAL_SEXUAL_ASSAULT,CRIMINAL_TRESPASS,DECEPTIVE_PRACTICE,DOMESTIC_VIOLENCE,HOMICIDE,HUMAN_TRAFFICKING,INTERFERENCE_WITH_PUBLIC_OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR_LAW_VIOLATION,MOTOR_VEHICLE_THEFT,NARCOTICS,NON_CRIMINAL,OBSCENITY,OFFENSE_INVOLVING_CHILDREN,OTHER_NARCOTIC_VIOLATION,OTHER_OFFENSE,PROSTITUTION,PUBLIC_INDECENCY,PUBLIC_PEACE_VIOLATION,RITUALISM,ROBBERY,SEX_OFFENSE,STALKING,THEFT,WEAPONS_VIOLATION
5,25,0,1,17,0,122,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,2,0,8,0,1,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,16,0,9,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,17,0,4,0,0,0,0,0,0,169,12,0,0,0,0,0,0,0,48,7,1,0,161,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,2,68,178,18,1,0,83,2,14,19,0,0,0,2,0,3,0,22,16,0,0,10,0,34,0,0,2,0,19,2,1,89,58
5,26,0,1,15,0,115,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,6,0,5,9,0,0,0,2,4,3,0,0,0,0,0,0,1,0,0,0,0,14,0,5,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,3,0,2,0,0,0,0,134,7,0,0,0,0,1,2,0,52,10,0,0,128,0,1,0,0,0,2,0,0,17,0,0,1,0,0,0,2,63,151,9,1,0,70,2,12,33,0,0,0,5,0,1,0,30,28,0,0,4,0,26,0,0,3,0,19,5,0,85,26
6,27,0,1,18,0,86,0,0,1,3,2,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,6,0,1,0,10,1,2,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,3,19,0,0,0,0,0,0,0,0,147,8,0,0,0,0,0,0,0,48,10,0,0,153,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,54,143,12,0,0,89,4,10,34,0,0,0,0,2,0,0,24,6,0,0,6,0,27,0,0,3,0,24,5,1,103,23
6,18,1,2,16,0,112,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,1,8,0,4,1,1,0,0,2,7,7,0,0,0,0,0,0,1,0,0,0,0,8,0,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,7,12,0,5,0,0,0,0,0,0,150,8,0,0,0,0,0,1,0,38,12,1,0,142,0,1,0,0,0,3,0,1,4,1,0,2,0,0,0,1,58,137,27,0,0,77,4,9,47,0,1,0,1,1,1,0,25,14,0,0,3,0,39,0,0,2,0,20,0,0,109,21
6,14,0,0,18,0,103,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,1,3,0,7,2,0,0,0,3,3,5,0,0,0,1,0,0,0,0,0,0,0,14,3,5,1,1,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,17,3,7,0,0,0,0,0,0,0,0,125,5,0,0,0,0,0,0,0,42,6,0,0,126,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,63,134,14,0,0,83,6,6,23,0,0,0,0,0,2,0,26,6,0,0,8,0,26,0,0,3,0,20,4,1,86,24
6,21,0,0,22,0,105,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,3,1,4,0,4,2,0,1,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,10,1,6,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,4,8,0,0,1,0,0,0,0,0,149,9,0,0,0,0,0,2,0,53,10,0,0,142,1,0,0,0,0,2,1,0,6,0,0,0,0,0,0,5,53,171,8,0,0,90,1,6,34,0,0,0,0,2,0,0,25,8,0,0,4,0,26,0,0,3,0,15,5,2,109,23
6,9,0,0,16,0,93,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,5,0,2,2,0,0,0,5,4,3,0,0,0,1,0,0,0,0,0,0,0,11,1,3,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,11,0,1,0,0,0,0,0,0,140,4,0,0,0,0,0,4,0,34,9,0,0,95,1,0,0,0,0,1,1,0,4,0,0,1,0,1,0,1,37,100,24,0,0,65,0,15,30,0,0,0,0,1,1,0,17,13,0,0,3,0,31,0,0,3,0,10,2,0,117,24
6,3,0,3,21,0,107,2,0,2,0,1,3,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,5,1,4,0,7,3,1,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,12,2,9,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,3,13,0,2,0,0,0,0,0,0,117,3,0,0,0,0,1,3,0,46,11,1,0,180,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,4,68,129,26,3,0,100,5,3,26,0,1,0,2,0,2,0,29,13,0,0,2,0,24,0,0,10,0,29,2,2,90,49
6,10,1,0,12,0,96,1,0,0,0,3,2,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,4,1,0,0,6,6,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,5,1,5,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,3,8,0,3,0,0,0,0,0,0,124,4,0,0,0,0,0,4,0,35,9,0,0,111,4,0,0,0,0,4,0,1,6,0,0,1,0,0,0,1,50,113,16,0,0,67,1,10,39,0,1,0,3,1,0,0,17,9,0,2,4,0,28,0,0,2,0,12,3,0,96,24
6,26,0,1,17,0,101,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,4,0,4,0,2,6,1,0,0,3,3,3,0,0,0,0,0,1,0,0,0,0,0,10,0,11,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,14,0,2,0,0,0,0,0,0,143,4,0,0,0,0,0,1,0,35,9,0,0,142,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,63,108,25,1,0,78,5,9,32,0,0,0,0,0,0,0,28,12,0,0,10,0,26,0,0,3,0,21,2,1,119,12
6,17,1,2,13,0,117,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,6,1,3,0,6,6,2,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,13,0,6,0,0,0,0,0,0,156,10,0,0,0,0,0,2,0,44,9,0,0,126,2,0,0,0,0,2,0,0,9,0,0,0,0,0,0,1,57,137,25,0,0,73,2,8,52,0,0,0,1,0,2,0,17,14,0,0,2,0,36,10,0,2,0,16,2,1,122,23
6,6,1,2,10,0,111,0,0,0,0,1,4,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,2,0,4,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,1,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,0,2,0,0,0,0,0,0,142,5,0,0,0,0,0,0,0,39,3,0,0,126,1,0,0,0,0,2,1,0,14,1,0,0,0,1,0,4,52,130,18,1,0,68,2,9,29,0,0,0,1,0,0,0,26,7,0,0,4,0,31,0,0,3,0,18,1,1,92,31
7,24,0,3,17,0,107,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,4,2,4,0,5,1,1,2,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,15,1,8,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,17,0,4,0,0,0,0,0,0,154,13,0,0,0,0,0,1,0,38,14,1,0,147,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,2,51,133,31,1,0,62,1,10,54,0,0,0,2,1,0,0,38,21,0,1,3,0,42,0,0,3,0,26,4,1,119,22
7,17,0,0,14,1,105,1,1,0,0,1,7,0,3,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,4,0,4,1,9,2,1,2,0,8,3,4,0,0,0,0,0,0,0,0,0,0,0,14,1,7,0,0,0,2,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,14,10,19,0,2,0,0,0,0,0,0,153,10,0,0,0,0,0,1,0,68,11,0,0,150,0,0,0,0,0,1,0,0,12,0,0,1,0,0,0,2,57,142,35,0,0,84,2,11,64,0,0,0,0,0,0,0,26,13,0,0,5,0,27,15,0,1,0,35,3,0,113,19
7,7,1,1,11,0,92,0,2,2,0,1,2,0,1,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,3,0,6,0,8,9,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,0,0,14,1,5,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,5,17,0,1,0,0,0,0,0,0,142,7,0,0,0,0,0,0,0,43,12,0,0,118,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,61,114,20,0,0,70,0,7,47,0,0,0,1,1,0,0,32,7,0,0,8,0,35,0,0,1,0,17,3,0,115,14
7,20,0,1,14,0,111,1,2,2,0,1,2,0,1,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,1,4,0,11,4,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,7,17,0,1,0,0,0,0,0,0,178,9,0,0,0,0,1,5,0,42,11,0,0,143,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,2,55,137,33,0,0,71,6,4,71,0,0,0,1,3,0,1,28,10,0,0,3,0,38,0,0,1,0,23,0,0,139,17
7,10,0,1,16,0,98,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,7,1,4,0,7,5,1,1,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,7,1,10,0,0,0,5,4,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,18,3,15,0,4,0,0,0,0,0,0,173,16,0,0,0,0,2,0,0,54,12,0,0,171,1,0,0,0,0,1,0,0,10,2,0,0,0,0,0,1,81,132,26,0,0,89,4,9,52,0,0,0,3,0,1,0,31,28,0,0,9,0,30,0,0,1,0,17,3,0,119,29
7,31,0,2,16,0,115,1,0,3,0,0,3,0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,7,1,3,1,7,3,1,1,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,19,2,2,0,0,0,4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20,5,14,0,2,0,0,0,0,0,0,129,10,0,0,0,0,0,0,0,54,14,0,0,147,3,0,0,0,0,1,0,0,10,0,0,2,0,0,0,4,52,116,23,2,0,71,5,13,48,0,0,0,3,0,0,4,38,22,0,0,3,0,45,0,0,5,0,25,4,1,124,22
8,3,0,1,13,0,100,0,1,4,0,1,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,1,4,0,8,4,3,0,0,8,2,1,0,0,0,0,0,1,0,0,0,0,0,14,3,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16,3,20,0,1,1,0,0,0,0,0,132,7,0,0,0,1,0,2,0,43,13,3,0,159,0,1,0,0,0,1,0,2,5,0,0,0,0,0,0,0,48,111,17,0,0,80,4,6,50,0,0,0,1,0,1,0,35,15,0,1,2,0,39,0,0,2,0,35,4,0,134,19
8,10,0,1,12,0,100,5,1,2,0,1,8,0,5,4,0,0,0,0,0,0,3,0,0,1,0,0,0,0,23,2,34,0,3,3,4,0,0,34,2,9,0,0,0,0,0,0,2,0,0,0,0,9,0,20,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,18,1,2,0,0,0,0,0,0,148,38,0,0,0,0,1,2,0,41,136,0,0,183,3,0,0,0,0,1,0,0,9,0,0,1,0,0,0,1,53,121,317,0,0,113,6,4,43,0,0,0,0,1,1,0,41,8,0,0,1,0,33,0,0,13,0,43,3,0,120,26
8,12,0,1,14,0,104,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,5,3,6,0,3,3,2,1,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,9,7,7,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,14,0,1,0,0,0,0,0,0,134,5,0,0,0,0,1,0,0,53,24,0,0,142,1,0,0,0,0,3,1,0,5,0,0,1,0,0,0,2,64,116,27,1,0,65,5,8,34,0,2,0,2,1,0,0,25,27,0,0,7,0,30,0,0,5,0,29,5,1,113,35
8,16,0,3,31,0,103,0,2,1,1,0,3,0,1,2,0,0,0,0,2,0,5,1,0,0,0,0,0,0,1,0,5,0,1,6,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,16,5,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,8,18,0,1,0,0,0,0,0,0,138,12,0,0,0,0,0,1,0,70,7,1,0,172,2,0,0,0,0,1,0,2,13,1,0,1,0,0,0,1,59,183,15,0,0,80,3,14,27,0,0,0,1,0,0,3,26,15,0,0,4,0,40,0,0,6,0,20,0,1,128,42
8,25,1,1,22,0,104,2,1,1,0,2,1,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,5,1,8,0,4,2,0,1,0,4,4,3,0,0,0,1,0,0,0,0,0,0,0,16,1,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,3,21,0,3,0,0,0,0,0,0,144,7,0,0,0,0,1,3,0,39,19,0,0,153,1,1,0,0,0,3,0,1,13,0,0,1,0,0,0,3,50,115,23,0,0,61,3,15,35,0,0,0,6,0,1,1,34,21,0,0,6,0,41,0,0,4,0,28,6,0,158,27
8,5,1,4,17,0,82,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,6,0,5,7,1,0,0,8,1,3,0,0,0,1,0,0,0,0,0,0,0,8,4,7,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,11,9,18,0,1,0,0,0,0,0,0,116,9,0,0,0,0,0,2,0,54,13,0,0,152,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,1,53,130,21,2,0,64,3,7,33,0,0,0,2,0,0,0,29,27,0,0,3,0,25,7,0,1,0,21,2,2,114,27
8,20,3,1,9,0,112,0,1,0,0,0,3,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,0,5,2,1,1,0,4,2,9,0,0,0,0,0,0,0,0,0,0,0,12,1,8,0,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,19,6,22,0,2,0,0,0,0,0,0,151,12,0,0,0,0,1,1,0,49,9,1,0,143,2,0,0,0,0,1,0,0,17,1,0,1,0,0,0,4,67,123,22,0,0,71,4,7,48,0,1,0,1,0,0,0,36,14,0,0,6,0,34,0,0,4,0,29,6,1,131,27
8,7,0,2,20,0,89,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,5,0,3,0,2,4,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,6,19,0,4,0,0,0,0,0,0,135,11,0,0,0,0,0,3,0,49,20,0,0,151,2,0,0,0,0,4,1,1,9,1,0,1,0,0,0,0,72,122,26,0,0,70,4,11,38,0,0,0,2,0,0,1,20,27,0,0,3,0,25,0,0,4,0,13,1,2,118,32
8,22,0,2,14,1,109,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,3,0,12,2,1,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,8,2,5,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,25,0,1,0,0,0,0,0,0,144,11,0,0,0,0,2,1,0,43,16,2,0,170,3,0,0,0,0,3,0,0,8,2,0,0,0,0,0,2,56,163,34,0,0,74,6,16,20,0,0,0,4,0,1,2,26,15,0,1,5,0,41,0,0,4,0,25,2,0,113,29
8,9,0,2,15,0,101,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,6,1,6,0,5,5,0,0,0,10,1,9,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,4,25,0,2,0,1,0,0,0,0,136,10,0,0,0,0,0,0,0,42,19,0,0,193,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,60,177,38,1,0,84,2,14,22,0,0,0,2,1,1,0,32,13,0,0,4,0,28,0,0,2,0,29,4,0,97,38
9,27,0,2,15,0,100,0,0,1,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,5,0,2,2,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,10,1,6,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3,18,0,1,0,0,0,0,0,0,155,13,0,0,0,0,0,0,0,57,12,0,0,194,0,0,0,0,0,1,0,2,12,0,0,0,0,0,0,4,71,162,21,1,0,86,5,14,36,0,0,0,1,0,0,0,30,14,0,0,4,0,28,0,1,1,0,23,2,1,115,29
9,6,1,0,29,1,105,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,6,0,5,4,0,0,0,3,1,6,0,0,0,0,0,0,0,1,0,0,0,18,0,4,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,4,13,0,2,0,0,0,0,0,0,141,8,1,0,0,0,0,2,0,49,14,2,0,175,0,1,0,0,0,2,0,0,15,0,0,0,0,0,0,2,54,149,26,0,0,80,2,17,31,0,0,0,2,0,0,2,24,17,0,0,6,0,35,7,0,3,0,25,2,0,93,63
9,29,0,0,14,0,93,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,4,2,1,0,0,10,2,3,0,0,0,1,0,0,0,0,0,0,0,13,1,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,11,0,3,0,0,0,0,0,0,112,5,0,0,0,0,0,1,0,37,11,1,0,139,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,45,86,14,0,0,68,0,16,47,0,0,0,0,0,1,1,27,21,0,0,3,0,41,0,0,2,0,24,2,1,93,20
9,20,0,0,20,0,94,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,3,0,0,1,0,0,0,0,4,0,4,0,6,2,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,20,0,0,0,0,0,0,0,0,142,11,0,0,0,0,0,1,0,38,13,2,0,164,4,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,58,154,17,0,0,76,2,10,43,0,0,0,0,0,1,0,27,13,0,0,5,0,42,0,0,2,0,20,2,0,104,25
10,25,2,3,15,0,133,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,5,0,11,2,0,0,0,4,1,1,0,0,0,0,0,0,2,0,0,0,0,8,0,5,0,0,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,3,19,0,4,0,0,0,0,0,0,157,14,0,0,0,0,1,0,0,34,14,0,0,159,1,0,0,0,0,1,0,0,12,0,0,0,0,0,0,4,56,124,17,0,0,76,1,15,103,0,1,0,2,0,2,0,30,17,0,0,7,0,32,1,0,3,0,23,3,4,96,33
10,21,0,1,13,1,110,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,4,0,3,0,2,2,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,10,2,5,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,20,5,14,1,0,0,0,0,0,0,0,136,8,0,0,0,0,2,0,0,33,13,0,0,151,1,0,0,0,0,1,1,0,10,0,0,0,0,0,0,4,53,91,18,0,0,60,0,8,80,0,0,0,2,2,0,1,39,26,0,0,0,0,37,0,0,3,0,24,1,1,104,27
10,26,0,0,10,0,95,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,1,5,0,4,3,0,0,0,2,1,4,0,0,0,1,0,0,0,0,0,0,0,9,1,8,0,0,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,10,0,2,0,0,0,0,0,0,149,8,0,0,0,0,2,0,0,32,14,0,0,123,0,0,0,0,0,2,1,0,9,1,0,0,0,0,0,0,47,102,18,1,0,55,3,8,82,0,0,0,2,1,0,0,32,18,0,0,4,0,30,0,0,2,0,24,2,0,91,23
11,7,0,4,17,0,104,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,3,0,3,1,1,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,21,0,1,0,0,0,0,0,0,151,12,0,0,0,0,0,0,0,51,9,0,0,173,0,0,0,0,0,1,0,1,6,0,0,0,0,1,0,0,43,147,28,0,0,71,3,11,61,0,0,0,2,0,0,1,27,23,0,0,3,0,30,0,0,2,0,16,2,0,108,40
11,16,0,1,6,0,89,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,2,1,4,0,5,2,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,6,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,2,16,0,5,0,0,0,0,0,0,118,5,0,0,0,0,3,2,0,40,8,0,0,142,2,0,0,0,0,1,0,0,6,1,0,0,0,0,0,1,39,93,24,1,0,54,3,4,66,0,0,0,1,0,0,0,48,19,0,0,3,0,33,0,0,1,0,15,1,0,87,24
11,9,1,0,17,0,115,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,4,0,8,0,5,3,2,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,16,0,5,0,0,0,0,0,0,169,11,0,0,0,0,0,2,0,42,16,0,0,129,1,0,0,0,0,2,0,0,9,0,0,1,0,0,0,5,52,113,28,0,0,64,1,11,89,0,0,0,1,0,0,0,21,18,0,0,4,0,43,0,0,2,0,29,2,1,104,30
11,19,0,2,11,0,103,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,7,0,7,0,1,3,0,0,0,4,2,2,0,0,0,1,0,0,1,0,0,0,0,10,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,23,0,3,0,0,0,0,0,0,129,4,0,0,0,0,0,4,0,26,8,0,0,121,3,0,0,0,0,1,0,0,10,0,0,0,0,0,0,1,46,98,8,0,0,75,2,8,51,0,0,0,0,0,0,0,28,11,0,0,3,0,31,0,0,0,0,39,2,0,103,14
11,26,0,0,7,0,82,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,0,1,0,0,0,0,0,0,117,4,0,0,0,0,0,0,0,17,6,0,0,94,0,0,0,0,0,1,0,0,7,0,0,2,0,1,0,3,40,83,26,0,0,57,1,7,23,0,0,0,0,0,0,0,19,3,0,0,11,0,18,1,0,0,0,13,4,1,54,27
