"","dow_num","BATTERY"
"855",2,0.192
"856",3,0.488
"857",4,0.2
"858",5,0.24
"859",6,0.432
"860",7,0.6
"861",1,0.312
"862",2,0.224
"863",3,0.232
"864",4,0.296
"865",5,0.376
"866",6,0.552
"867",7,0.608
"868",1,0.416
"869",2,0.392
"870",3,0.248
"871",4,0.528
"872",5,0.584
"873",6,0.728
"874",7,0.88
"875",1,0.528
"876",2,0.48
"877",3,0.544
"878",4,0.096
"879",5,0.248
"880",6,0.392
"881",7,0.528
"882",1,0.448
"883",2,0.408
"884",3,0.408
"885",4,0.4
"886",5,0.352
"887",6,0.6
"888",7,0.96
"889",1,0.544
"890",2,0.6
"891",3,0.368
"892",4,0.456
"893",5,0.728
"894",6,0.584
"895",7,0.816
"896",1,0.544
"897",2,0.432
"898",3,0.464
"899",4,0.256
"900",5,0.368
"901",6,0.84
"902",7,1
"903",1,0.512
"904",2,0.32
"905",3,0.44
"906",4,0.264
"907",5,0.312
"908",6,0.416
"909",7,0.776
"910",1,0.528
"911",2,0.288
"912",3,0.4
"913",4,0.512
"914",5,0.216
"915",6,0.568
"916",7,0.992
"917",1,0.984
"918",2,0.328
"919",3,0.48
"920",4,0.2
"921",5,0.232
"922",6,0.672
"923",7,0.536
"924",1,0.336
"925",2,0.28
"926",3,0.304
"927",4,0.336
"928",5,0.424
"929",6,0.544
"930",7,0.632
"931",1,0.416
"932",2,0.224
"933",3,0.496
"934",4,0.504
"935",5,0.464
"936",6,0.696
"937",7,0.712
"938",1,0.504
"939",2,0.456
"940",3,0.496
"941",4,0.496
"942",5,0.288
"943",6,0.856
"944",7,0.688
"945",1,0.48
"946",2,0.416
"947",3,0.288
"948",4,0.504
"949",5,0.424
"950",6,0.592
"951",7,0.832
"952",1,0.36
"953",2,0.304
"954",3,0.304
"955",4,0.248
"956",5,0.36
"957",6,0.528
"958",7,0.704
"959",1,0.408
"960",2,0.424
"961",3,0.32
"962",4,0.368
"963",5,0.272
"964",6,0.712
"965",7,0.648
"966",1,0.392
"967",2,0.368
"968",3,0.224
"969",4,0.344
"970",5,0.456
"971",6,0.624
"972",7,0.8
"973",1,0.536
"974",2,0.624
"975",3,0.4
"976",4,0.44
"977",5,0.408
"978",6,0.608
"979",7,0.76
"980",1,0.656
"981",2,0.304
"982",3,0.368
"983",4,0.536
"984",5,0.584
"985",6,0.624
"986",7,0.744
"987",1,0.6
"988",2,0.408
"989",3,0.472
"990",4,0.632
"991",5,0.568
"992",6,0.712
"993",7,0.832
"994",1,0.408
"995",2,0.336
"996",3,0.192
"997",4,0.32
"998",5,0.432
"999",6,0.448
"1000",7,0.688
"1001",1,0.392
"1002",2,0.464
"1003",3,0.456
"1004",4,0.456
"1005",5,0.432
"1006",6,0.64
"1007",7,0.688
"1008",1,0.488
"1009",2,0.32
"1010",3,0.496
"1011",4,0.344
"1012",5,0.448
"1013",6,0.592
"1014",7,0.824
"1015",1,0.416
"1016",2,0.472
"1017",3,0.336
"1018",4,0.472
"1019",5,0.352
"1020",6,0.488
"1021",7,0.656
"1022",1,0.4
"1023",2,0.352
"1024",3,0.576
"1025",4,0.36
"1026",5,0.384
"1027",6,0.496
"1028",7,0.344
"1029",1,0.256
"1030",2,0.28
"1031",3,0.304
"1032",4,0.272
"1033",5,0.368
"1034",6,0.472
"1035",7,0.848
"1036",1,0.304
"1037",2,0.36
"1038",3,0.44
"1039",4,0.304
"1040",5,0.24
"1041",6,0.48
"1042",7,0.568
"1043",1,0.376
"1044",2,0.216
"1045",3,0.304
"1046",4,0.208
"1047",5,0.072
"1048",6,0.272
"1049",7,0.264
"1050",1,0.16
"1051",2,0.288
"1052",3,0.136
"1053",4,0.32
"1054",5,0.368
"1055",6,0.44
"1056",7,0.576
"1057",1,0.296
"1058",2,0.208
"1059",3,0.312
"1060",4,0.336
"1061",5,0.248
"1062",6,0.208
"1063",7,0.536
"1064",1,0.296
"1065",2,0.264
"1066",3,0.32
"1067",4,0.328
"1068",5,0.456
"1069",6,0.4
"1070",7,0.424
"1071",1,0.336
"1072",2,0.344
"1073",3,0.264
"1074",4,0.296
"1075",5,0.304
"1076",6,0.112
"1077",7,0.464
"1078",1,0.304
"1079",2,0.248
"1080",3,0.176
"1081",4,0.288
"1082",5,0.368
"1083",6,0.4
"1084",7,0.376
"1085",1,0.248
"1086",2,0.296
"1087",3,0.184
"1088",4,0.224
"1089",5,0.296
"1090",6,0.488
"1091",7,0.352
"1092",1,0.312
"1093",2,0.048
"1094",3,0.12
"1095",4,0.296
"1096",5,0.392
